Date, data
1678902300000,0
1678902600000,0
1678902900000,0
1678903200000,0
1678903500000,0
1678903800000,0
1678904100000,0
1678904400000,0
1678904700000,0
1678905000000,0.36
1678905300000,20.52
1678905600000,46.96
1678905900000,78.24
1678906200000,119.08
1678906500000,158.04
1678906800000,210.22
1678907100000,212.88
1678907400000,303.53
1678907700000,390.84
1678908000000,520.25
1678908300000,613.56
1678908600000,697.61
1678908900000,633.36
1678909200000,787.3
1678909500000,832.08
1678909800000,746.73
1678910100000,727.32
1678910400000,747.57
1678910700000,859.47
1678911000000,1041.12
1678911300000,1317.67
1678911600000,1442.16
1678911900000,1319.6
1678912200000,1477.92
1678912500000,1447.22
1678912800000,1488
1678913100000,1141.4
1678913400000,1752.48
1678913700000,3031.71
1678914000000,4475.28
1678914300000,4791.37
1678914600000,3094.08
1678914900000,2469.67
1678915200000,2887.2
1678915500000,2900.95
1678915800000,3105.96
1678916100000,2856.52
1678916400000,2555.04
1678916700000,2684.11
1678917000000,2483.64
1678917300000,2304.72
1678917600000,2251.08
1678917900000,3098.53
1678918200000,4271.6
1678918500000,5222.04
1678918800000,4064.63
1678919100000,4848.96
1678919400000,4173.47
1678919700000,3341.64
1678920000000,3751.71
1678920300000,4653.96
1678920600000,3942.3
1678920900000,3401.16
1678921200000,5521.97
1678921500000,6036.12
1678921800000,4886.73
1678922100000,4631.4
1678922400000,6181.53
1678922700000,11058.48
1678923000000,11070.66
1678923300000,9969.6
1678923600000,5275.38
1678923900000,4830.72
1678924200000,5106.7
1678924500000,5653.56
1678924800000,6152.51
1678925100000,6893.64
1678925400000,6895.32
1678925700000,6665.42
1678926000000,7147.68
1678926300000,6388.25
1678926600000,7334.16
1678926900000,6603.53
1678927200000,8265.24
1678927500000,8820.72
1678927800000,9941.48
1678928100000,8239.08
1678928400000,6870.1
1678928700000,6955.08
1678929000000,5602.52
1678929300000,4967.28
1678929600000,5027.96
1678929900000,6825.36
1678930200000,4624.25
1678930500000,6408.72
1678930800000,7389.75
1678931100000,5469.48
1678931400000,6247.14
1678931700000,5174.28
1678932000000,5531.96
1678932300000,5485.8
1678932600000,5351.96
1678932900000,5759.88
1678933200000,4156.13
1678933500000,3524.4
1678933800000,3954.7
1678934100000,5689.2
1678934400000,4635.93
1678934700000,4167.84
1678935000000,3911.6
1678935300000,3579.12
1678935600000,4276.41
1678935900000,6884.34
1678936200000,4678.68
1678936500000,4546.6
1678936800000,5191.32
1678937100000,3785.42
1678937400000,2942.76
1678937700000,3621.19
1678938000000,3218.28
1678938300000,2570.45
1678938600000,2198.28
1678938900000,2145.91
1678939200000,2037.12
1678939500000,2897.34
1678939800000,2737.92
1678940100000,2269.32
1678940400000,2068.08
1678940700000,1234.96
1678941000000,709.8
1678941300000,493.65
1678941600000,485.76
1678941900000,306.9
1678942200000,90.95
1678942500000,648.24
1678942800000,312.56
1678943100000,715.2
1678943400000,755.52
1678943700000,622.92
1678944000000,651.85
1678944300000,536.64
1678944600000,428.75
1678944900000,205.44
1678945200000,114.74
1678945500000,39.72
1678945800000,59.96
1678946100000,72.36
1678946400000,58.03
1678946700000,64.56
1678947000000,84.52
1678947300000,62.4
1678947600000,39.97
1678947900000,2.28
1678948200000,0.12
1678948500000,0
1678948800000,0
1678949100000,0
1678949400000,0
1678949700000,0
1678950000000,0
1678950300000,0
1678950600000,0
1678950900000,0
