Date, data
1667920800000,0
1667921100000,null
1667921400000,null
1667921700000,null
1667922000000,null
1667922300000,null
1667922600000,null
1667922900000,null
1667923200000,null
1667923500000,null
1667923800000,null
1667924100000,null
1667924400000,0
1667924700000,0
1667925000000,0
1667925300000,0
1667925600000,0
1667925900000,0
1667926200000,0
1667926500000,0
1667926800000,0
1667927100000,3.01
1667927400000,34.81
1667927700000,63.48
1667928000000,101.86
1667928300000,141
1667928600000,184.94
1667928900000,222.36
1667929200000,258.14
1667929500000,294.72
1667929800000,522.18
1667930100000,860.88
1667930400000,1006.56
1667930700000,1164.12
1667931000000,1324.17
1667931300000,1483.08
1667931600000,1649.26
1667931900000,1822.32
1667932200000,1994.57
1667932500000,2166
1667932800000,2321.1
1667933100000,2501.28
1667933400000,2666.17
1667933700000,2849.04
1667934000000,3018.7
1667934300000,3225
1667934600000,3371.84
1667934900000,3515.28
1667935200000,3704.15
1667935500000,3895.39
1667935800000,4030.8
1667936100000,4202.73
1667936400000,4366.92
1667936700000,4566.94
1667937000000,4754.16
1667937300000,4953.43
1667937600000,5129.04
1667937900000,5345.82
1667938200000,5550.36
1667938500000,5772.52
1667938800000,5982.36
1667939100000,6183.33
1667939400000,6411.48
1667939700000,6610.52
1667940000000,6839.52
1667940300000,7034.57
1667940600000,7276.68
1667940900000,7501.73
1667941200000,7744.68
1667941500000,7935.77
1667941800000,8162.52
1667942100000,8345.62
1667942400000,8527.68
1667942700000,8708.39
1667943000000,8908.32
1667943300000,9138.58
1667943600000,9393.14
1667943900000,9598.92
1667944200000,9883.38
1667944500000,10085.64
1667944800000,10312.98
1667945100000,10470.96
1667945400000,10738.96
1667945700000,10950.96
1667946000000,11142.66
1667946300000,11294.4
1667946600000,11497.73
1667946900000,11569.8
1667947200000,11737.2
1667947500000,11806.56
1667947800000,11926.84
1667948100000,12009.24
1667948400000,12074.09
1667948700000,12237.84
1667949000000,12354.26
1667949300000,12415.32
1667949600000,12444.92
1667949900000,12528.12
1667950200000,12560.87
1667950500000,12681
1667950800000,12699.09
1667951100000,12788.28
1667951400000,12811.06
1667951700000,12864.99
1667952000000,12828.6
1667952300000,12963.49
1667952600000,13011
1667952900000,13027.79
1667953200000,13042.68
1667953500000,13044.28
1667953800000,13096.08
1667954100000,13215.85
1667954400000,13214.04
1667954700000,13210.43
1667955000000,13162.17
1667955300000,13112.16
1667955600000,13039.59
1667955900000,13005
1667956200000,12948.44
1667956500000,12942.72
1667956800000,12871.51
1667957100000,12953.64
1667957400000,12871.38
1667957700000,12851.28
1667958000000,12764.83
1667958300000,12642.48
1667958600000,12598.19
1667958900000,12506.4
1667959200000,12533.9
1667959500000,12454.44
1667959800000,12454.07
1667960100000,12337.44
1667960400000,12245.42
1667960700000,12125.04
1667961000000,11982.7
1667961300000,11829.48
1667961600000,11765.38
1667961900000,11611.8
1667962200000,11448.84
1667962500000,11272.32
1667962800000,11146.03
1667963100000,10992.64
1667963400000,10837.68
1667963700000,10632.64
1667964000000,10451.04
1667964300000,10251.45
1667964600000,10080.84
1667964900000,9847.51
1667965200000,9620.88
1667965500000,9425.5
1667965800000,9245.04
1667966100000,9007.1
1667966400000,8848.8
1667966700000,8645.3
1667967000000,8398.92
1667967300000,8147.68
1667967600000,7942.8
1667967900000,7711.34
1667968200000,7468.8
1667968500000,7248.88
1667968800000,7007.76
1667969100000,6778.84
1667969400000,6510.99
1667969700000,6276
1667970000000,6004.9
1667970300000,5757.48
1667970600000,5495.96
1667970900000,5257.08
1667971200000,4978.96
1667971500000,4735.68
1667971800000,4464
1667972100000,4218.24
1667972400000,3950.97
1667972700000,3698.52
1667973000000,3422.41
1667973300000,3179.64
1667973600000,2944.54
1667973900000,2707.8
1667974200000,2476.9
1667974500000,2247.72
1667974800000,2007.33
1667975100000,1810.32
1667975400000,1575.93
1667975700000,1176.36
1667976000000,904.7
1667976300000,781.44
1667976600000,516.16
1667976900000,331.44
1667977200000,210.34
1667977500000,133.2
1667977800000,86.69
1667978100000,50.64
1667978400000,22.39
1667978700000,0.24
1667979000000,0
1667979300000,0
1667979600000,0
1667979900000,0
1667980200000,0
1667980500000,0
1667980800000,0
1667981100000,0
1667981400000,0
1667981700000,0
