Date, data
1683744300000,0
1683744600000,0
1683744900000,0
1683745200000,0
1683745500000,0
1683745800000,0
1683746100000,0
1683746400000,0
1683746700000,0.36
1683747000000,19.32
1683747300000,56.47
1683747600000,114.48
1683747900000,193.97
1683748200000,261.72
1683748500000,328.94
1683748800000,405.12
1683749100000,483.41
1683749400000,546.12
1683749700000,595.02
1683750000000,602.04
1683750300000,632.95
1683750600000,676.56
1683750900000,706.27
1683751200000,716.04
1683751500000,747.09
1683751800000,888.36
1683752100000,1061.82
1683752400000,1219.32
1683752700000,1355.72
1683753000000,1567.19
1683753300000,1439.16
1683753600000,1275.17
1683753900000,1341.72
1683754200000,1481.3
1683754500000,1634.64
1683754800000,1855.99
1683755100000,2098.2
1683755400000,2464.86
1683755700000,2809.8
1683756000000,3534.98
1683756300000,4404.48
1683756600000,4934.77
1683756900000,5212.44
1683757200000,5513.3
1683757500000,5461.44
1683757800000,5269.85
1683758100000,4028.52
1683758400000,3569.06
1683758700000,3440.16
1683759000000,3382.92
1683759300000,3525.12
1683759600000,3567.85
1683759900000,3725.28
1683760200000,3937.92
1683760500000,5283.93
1683760800000,5668.8
1683761100000,5708.95
1683761400000,4752.84
1683761700000,6211.99
1683762000000,6012.36
1683762300000,6229.2
1683762600000,6329.64
1683762900000,6388.37
1683763200000,6215.76
1683763500000,6729.23
1683763800000,7305.84
1683764100000,6811.22
1683764400000,3648.12
1683764700000,3768.8
1683765000000,5199.12
1683765300000,4040.43
1683765600000,6174.48
1683765900000,4952.59
1683766200000,4082.28
1683766500000,5048.55
1683766800000,3723.48
1683767100000,2878.07
1683767400000,2612.26
1683767700000,2720.76
1683768000000,3058.31
1683768300000,3334.68
1683768600000,3540.4
1683768900000,3905.28
1683769200000,4136.51
1683769500000,3908.88
1683769800000,3555.21
1683770100000,3289.32
1683770400000,2948.87
1683770700000,2897.04
1683771000000,3145.24
1683771300000,3260.03
1683771600000,3178.8
1683771900000,2741.33
1683772200000,2376.12
1683772500000,2138.66
1683772800000,2511.24
1683773100000,5095.63
1683773400000,5749.08
1683773700000,5472.36
1683774000000,4946.76
1683774300000,4482.78
1683774600000,4824.12
1683774900000,3907.14
1683775200000,4465.08
1683775500000,3896.43
1683775800000,3923.52
1683776100000,4518.3
1683776400000,4648.92
1683776700000,4595.48
1683777000000,4522.56
1683777300000,4306.03
1683777600000,3952.13
1683777900000,3508.68
1683778200000,3161.98
1683778500000,2049.36
1683778800000,1281.91
1683779100000,925.92
1683779400000,744.32
1683779700000,594.48
1683780000000,501.83
1683780300000,420.84
1683780600000,339.41
1683780900000,261.72
1683781200000,185.18
1683781500000,123.12
1683781800000,78.62
1683782100000,40.2
1683782400000,17.34
1683782700000,0.36
1683783000000,0
1683783300000,0
1683783600000,0
1683783900000,0
1683784200000,0
1683784500000,0
1683784800000,0
1683785100000,0
1683785400000,0
