Date, data
1676826900000,0
1676827200000,0
1676827500000,0
1676827800000,0
1676828100000,0
1676828400000,0
1676828700000,0
1676829000000,0
1676829300000,0.24
1676829600000,7.71
1676829900000,44.28
1676830200000,71.52
1676830500000,102.75
1676830800000,135.24
1676831100000,169.4
1676831400000,200.4
1676831700000,309.67
1676832000000,569.76
1676832300000,682.43
1676832600000,790.68
1676832900000,898.56
1676833200000,996.96
1676833500000,1104.68
1676833800000,1228.08
1676834100000,1362.7
1676834400000,1514.28
1676834700000,1663.1
1676835000000,1811.88
1676835300000,1949.3
1676835600000,2112.24
1676835900000,2283.89
1676836200000,2451.36
1676836500000,2606.33
1676836800000,2761.68
1676837100000,2920.09
1676837400000,3083.01
1676837700000,3227.28
1676838000000,3379.42
1676838300000,3523.56
1676838600000,3686.81
1676838900000,3845.04
1676839200000,4030.92
1676839500000,4183.44
1676839800000,4344.8
1676840100000,4524.96
1676840400000,4716.48
1676840700000,4932.12
1676841000000,5129.82
1676841300000,5324.88
1676841600000,5545.32
1676841900000,5758.92
1676842200000,5968.66
1676842500000,6167.04
1676842800000,6354.18
1676843100000,6562.97
1676843400000,6741.6
1676843700000,6967.63
1676844000000,7174.08
1676844300000,7397.82
1676844600000,7600.08
1676844900000,7812.84
1676845200000,7976.16
1676845500000,8198.73
1676845800000,8344.08
1676846100000,8538.26
1676846400000,8677.44
1676846700000,8861.9
1676847000000,8999.28
1676847300000,9185.54
1676847600000,9307.68
1676847900000,9489.55
1676848200000,9620.16
1676848500000,9744.8
1676848800000,9861.36
1676849100000,10017.63
1676849400000,10128
1676849700000,10259.64
1676850000000,10350.83
1676850300000,10470.84
1676850600000,10536.44
1676850900000,10626.72
1676851200000,10679.6
1676851500000,10742.16
1676851800000,10814.69
1676852100000,10851.96
1676852400000,10895
1676852700000,10896.36
1676853000000,10980.6
1676853300000,10942.44
1676853600000,10987.34
1676853900000,11048.52
1676854200000,11162.77
1676854500000,11155.59
1676854800000,11181.36
1676855100000,11191.55
1676855400000,11237.52
1676855700000,11234.41
1676856000000,11270.76
1676856300000,11222.01
1676856600000,11237.4
1676856900000,11159.88
1676857200000,11149.2
1676857500000,11146.27
1676857800000,11145.84
1676858100000,11067.89
1676858400000,11093.64
1676858700000,11017.81
1676859000000,10959.36
1676859300000,10835.64
1676859600000,10853.64
1676859900000,10762.19
1676860200000,10754.58
1676860500000,10650
1676860800000,10583.4
1676861100000,10460.16
1676861400000,10390.39
1676861700000,10285.08
1676862000000,10096.25
1676862300000,9983.88
1676862600000,9840.52
1676862900000,9741
1676863200000,9552.28
1676863500000,9433.92
1676863800000,9283.06
1676864100000,9136.56
1676864400000,8949.79
1676864700000,8820.96
1676865000000,8652.88
1676865300000,8543.88
1676865600000,8340.92
1676865900000,8205.72
1676866200000,7998.38
1676866500000,7795.68
1676866800000,7599.01
1676867100000,7433.76
1676867400000,7208.52
1676867700000,7016.99
1676868000000,6783.36
1676868300000,6613.65
1676868600000,6382.8
1676868900000,6159.85
1676869200000,5928.72
1676869500000,5723.64
1676869800000,5491.92
1676870100000,5257.81
1676870400000,5032.92
1676870700000,4824.6
1676871000000,4585.8
1676871300000,4365.75
1676871600000,4125
1676871900000,3897.15
1676872200000,3683.28
1676872500000,3455.76
1676872800000,3244.44
1676873100000,3017.38
1676873400000,2793.81
1676873700000,2562.6
1676874000000,2274.62
1676874300000,1630.92
1676874600000,1169.34
1676874900000,655.2
1676875200000,424.05
1676875500000,342.96
1676875800000,299.92
1676876100000,265.92
1676876400000,227.44
1676876700000,185.76
1676877000000,147.49
1676877300000,107.64
1676877600000,67.42
1676877900000,34.68
1676878200000,2.65
1676878500000,0.12
1676878800000,0
1676879100000,0
1676879400000,0
1676879700000,0
1676880000000,0
1676880300000,0
1676880600000,0
1676880900000,0
1676881200000,null
1676881500000,null
1676881800000,null
1676882100000,null
1676882400000,null
1676882700000,null
1676883000000,null
1676883300000,null
1676883600000,null
1676883900000,null
1676884200000,null
1676884500000,null
1676884800000,null
1676885100000,null
1676885400000,null
1676885700000,null
1676886000000,null
1676886300000,0
