"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",23020800
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2023-04-02 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2023-04-02 00:00:00
2023-04-02 00:05:00,0000:05:00,00000000,50.00E+00,231.1E+00,231.1E+00,0.0E+00,221.9E+00,221.9E+00,-118.3E+00,238.0E+00,237.9E+00,121.3E+00,2.22E+00,2.21E+00,8.3E+00,2.21E+00,2.19E+00,-122.7E+00,2.08E+00,2.04E+00,95.7E+00,0.50E+03,0.48E+03,0.44E+03,1.43E+03,0.51E+03,0.49E+03,0.50E+03,1.50E+03,-0.09E+03,0.07E+03,0.23E+03,0.45E+03,-0.984E+00,0.989E+00,0.885E+00,0.953E+00,0.119E+03,0.000E+03,0.038E+03,0.000E+03,0.00000E+00,0.119E+03,0.000E+03,0.038E+03,0.000E+03,1.43E+03,0.00E+03,0.45E+03,0.00E+03,0.953E+00
2023-04-02 00:10:00,0000:10:00,00000000,50.00E+00,230.9E+00,230.9E+00,0.0E+00,221.9E+00,221.9E+00,-118.3E+00,238.2E+00,238.2E+00,121.3E+00,4.42E+00,4.40E+00,-21.1E+00,2.21E+00,2.20E+00,-122.4E+00,2.36E+00,2.33E+00,92.9E+00,0.90E+03,0.49E+03,0.49E+03,1.87E+03,1.02E+03,0.49E+03,0.56E+03,2.07E+03,0.35E+03,0.07E+03,0.28E+03,0.87E+03,0.884E+00,0.989E+00,0.865E+00,0.904E+00,0.275E+03,0.000E+03,0.110E+03,0.000E+03,0.00000E+00,0.156E+03,0.000E+03,0.072E+03,0.000E+03,1.87E+03,0.00E+03,0.87E+03,0.00E+03,0.908E+00
2023-04-02 00:15:00,0000:15:00,00000000,50.00E+00,230.7E+00,230.7E+00,0.0E+00,222.0E+00,222.0E+00,-118.4E+00,238.4E+00,238.4E+00,121.3E+00,6.84E+00,6.81E+00,-31.6E+00,2.22E+00,2.20E+00,-122.4E+00,3.10E+00,3.07E+00,84.9E+00,1.34E+03,0.49E+03,0.59E+03,2.41E+03,1.58E+03,0.49E+03,0.74E+03,2.81E+03,0.84E+03,0.07E+03,0.45E+03,1.44E+03,0.847E+00,0.990E+00,0.795E+00,0.858E+00,0.476E+03,0.000E+03,0.230E+03,0.000E+03,0.00000E+00,0.201E+03,0.000E+03,0.120E+03,0.000E+03,2.41E+03,0.00E+03,1.44E+03,0.00E+03,0.858E+00
2023-04-02 00:20:00,0000:20:00,00000000,50.01E+00,231.2E+00,231.2E+00,0.0E+00,222.0E+00,222.0E+00,-118.3E+00,238.2E+00,238.1E+00,121.3E+00,2.22E+00,2.21E+00,8.2E+00,2.21E+00,2.20E+00,-122.3E+00,3.18E+00,3.15E+00,83.6E+00,0.51E+03,0.49E+03,0.59E+03,1.58E+03,0.51E+03,0.49E+03,0.76E+03,1.76E+03,-0.09E+03,0.07E+03,0.47E+03,0.77E+03,-0.985E+00,0.990E+00,0.783E+00,0.899E+00,0.608E+03,0.000E+03,0.294E+03,0.000E+03,0.00000E+00,0.132E+03,0.000E+03,0.064E+03,0.000E+03,1.58E+03,0.00E+03,0.77E+03,0.00E+03,0.899E+00
2023-04-02 00:25:00,0000:25:00,00000000,50.00E+00,230.2E+00,230.2E+00,0.0E+00,221.1E+00,221.0E+00,-118.3E+00,237.3E+00,237.3E+00,121.4E+00,2.22E+00,2.21E+00,8.2E+00,2.21E+00,2.20E+00,-122.2E+00,3.16E+00,3.13E+00,83.8E+00,0.50E+03,0.48E+03,0.59E+03,1.58E+03,0.51E+03,0.49E+03,0.75E+03,1.75E+03,-0.09E+03,0.07E+03,0.46E+03,0.76E+03,-0.985E+00,0.990E+00,0.785E+00,0.900E+00,0.740E+03,0.000E+03,0.358E+03,0.000E+03,0.00000E+00,0.131E+03,0.000E+03,0.063E+03,0.000E+03,1.58E+03,0.00E+03,0.76E+03,0.00E+03,0.900E+00
2023-04-02 00:30:00,0000:30:00,00000000,50.00E+00,230.1E+00,230.1E+00,0.0E+00,221.0E+00,221.0E+00,-118.3E+00,237.2E+00,237.1E+00,121.3E+00,3.60E+00,3.58E+00,-13.9E+00,2.21E+00,2.20E+00,-122.2E+00,3.15E+00,3.12E+00,83.6E+00,0.75E+03,0.48E+03,0.58E+03,1.82E+03,0.83E+03,0.49E+03,0.75E+03,2.06E+03,0.18E+03,0.07E+03,0.46E+03,0.97E+03,0.909E+00,0.990E+00,0.783E+00,0.883E+00,0.891E+03,0.000E+03,0.438E+03,0.000E+03,0.00000E+00,0.152E+03,0.000E+03,0.080E+03,0.000E+03,1.82E+03,0.00E+03,0.97E+03,0.00E+03,0.883E+00
2023-04-02 00:35:00,0000:35:00,00000000,49.99E+00,229.9E+00,229.9E+00,0.0E+00,220.9E+00,220.9E+00,-118.4E+00,237.3E+00,237.3E+00,121.3E+00,6.94E+00,6.91E+00,-31.5E+00,2.21E+00,2.20E+00,-122.3E+00,0.90E+00,0.89E+00,83.4E+00,1.35E+03,0.48E+03,0.17E+03,2.01E+03,1.60E+03,0.49E+03,0.21E+03,2.30E+03,0.84E+03,0.07E+03,0.13E+03,1.12E+03,0.849E+00,0.990E+00,0.781E+00,0.872E+00,1.058E+03,0.000E+03,0.532E+03,0.000E+03,0.00000E+00,0.167E+03,0.000E+03,0.094E+03,0.000E+03,2.01E+03,0.00E+03,1.12E+03,0.00E+03,0.873E+00
2023-04-02 00:40:00,0000:40:00,00000000,50.01E+00,230.2E+00,230.2E+00,0.0E+00,220.8E+00,220.8E+00,-118.3E+00,237.3E+00,237.3E+00,121.3E+00,2.97E+00,2.95E+00,-6.3E+00,2.21E+00,2.20E+00,-122.2E+00,0.00E+00,0.00E+00,-2.3E+00,0.64E+03,0.48E+03,0.00E+03,1.12E+03,0.68E+03,0.49E+03,0.00E+03,1.17E+03,0.06E+03,0.07E+03,0.00E+03,0.02E+03,0.934E+00,0.990E+00,0.000E+99,0.957E+00,1.152E+03,0.000E+03,0.545E+03,-0.011E+03,0.00000E+00,0.093E+03,0.000E+03,0.013E+03,-0.011E+03,1.12E+03,0.00E+03,0.16E+03,-0.13E+03,0.990E+00
2023-04-02 00:45:00,0000:45:00,00000000,50.01E+00,230.3E+00,230.3E+00,0.0E+00,220.7E+00,220.7E+00,-118.3E+00,237.4E+00,237.4E+00,121.3E+00,2.22E+00,2.21E+00,8.2E+00,4.62E+00,4.59E+00,-133.3E+00,0.00E+00,0.00E+00,-2.3E+00,0.50E+03,0.97E+03,0.00E+03,1.47E+03,0.51E+03,1.02E+03,0.00E+03,1.53E+03,-0.09E+03,0.30E+03,0.00E+03,0.17E+03,-0.984E+00,0.950E+00,0.000E+99,0.961E+00,1.275E+03,0.000E+03,0.568E+03,-0.021E+03,0.00000E+00,0.123E+03,0.000E+03,0.024E+03,-0.009E+03,1.47E+03,0.00E+03,0.28E+03,-0.11E+03,0.982E+00
