"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",23020800
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2023-05-09 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2023-05-09 00:00:00
2023-05-09 00:05:00,0000:05:00,00000000,50.00E+00,226.1E+00,226.1E+00,0.0E+00,215.2E+00,215.1E+00,-117.7E+00,235.6E+00,235.5E+00,120.2E+00,0.00E+00,0.00E+00,-2.4E+00,2.81E+00,2.75E+00,-123.0E+00,1.12E+00,1.10E+00,93.8E+00,0.00E+03,0.59E+03,0.23E+03,0.82E+03,0.00E+03,0.61E+03,0.26E+03,0.87E+03,0.00E+03,0.10E+03,0.13E+03,0.24E+03,0.000E+99,0.965E+00,0.877E+00,0.939E+00,0.068E+03,0.000E+03,0.022E+03,-0.002E+03,0.00000E+00,0.068E+03,0.000E+03,0.022E+03,-0.002E+03,0.82E+03,0.00E+03,0.26E+03,-0.02E+03,0.953E+00
2023-05-09 00:10:00,0000:10:00,00000000,50.00E+00,227.4E+00,227.3E+00,0.0E+00,216.5E+00,216.5E+00,-117.7E+00,237.2E+00,237.2E+00,120.2E+00,4.79E+00,4.76E+00,-42.7E+00,2.35E+00,2.32E+00,-124.4E+00,0.86E+00,0.85E+00,91.0E+00,0.79E+03,0.50E+03,0.17E+03,1.47E+03,1.09E+03,0.51E+03,0.20E+03,1.80E+03,0.74E+03,0.10E+03,0.10E+03,1.03E+03,0.729E+00,0.979E+00,0.857E+00,0.814E+00,0.190E+03,0.000E+03,0.107E+03,-0.002E+03,0.00000E+00,0.122E+03,0.000E+03,0.086E+03,0.000E+03,1.47E+03,0.00E+03,1.03E+03,0.00E+03,0.818E+00
2023-05-09 00:15:00,0000:15:00,00000000,50.00E+00,227.6E+00,227.6E+00,0.0E+00,216.9E+00,216.9E+00,-117.6E+00,237.4E+00,237.4E+00,120.2E+00,4.65E+00,4.63E+00,-44.2E+00,2.28E+00,2.26E+00,-123.8E+00,0.42E+00,0.41E+00,90.2E+00,0.75E+03,0.49E+03,0.08E+03,1.33E+03,1.06E+03,0.50E+03,0.10E+03,1.65E+03,0.74E+03,0.08E+03,0.05E+03,0.97E+03,0.713E+00,0.985E+00,0.854E+00,0.803E+00,0.301E+03,0.000E+03,0.188E+03,-0.002E+03,0.00000E+00,0.111E+03,0.000E+03,0.080E+03,0.000E+03,1.33E+03,0.00E+03,0.97E+03,0.00E+03,0.809E+00
2023-05-09 00:20:00,0000:20:00,00000000,49.99E+00,227.9E+00,227.9E+00,0.0E+00,217.0E+00,217.0E+00,-117.5E+00,237.4E+00,237.4E+00,120.3E+00,0.00E+00,0.00E+00,-2.4E+00,2.88E+00,2.81E+00,-123.3E+00,1.27E+00,1.25E+00,90.6E+00,0.00E+03,0.60E+03,0.26E+03,0.86E+03,0.00E+03,0.62E+03,0.30E+03,0.93E+03,0.00E+03,0.11E+03,0.16E+03,0.30E+03,0.000E+99,0.962E+00,0.854E+00,0.927E+00,0.372E+03,0.000E+03,0.214E+03,-0.003E+03,0.00000E+00,0.071E+03,0.000E+03,0.026E+03,-0.001E+03,0.86E+03,0.00E+03,0.31E+03,-0.01E+03,0.939E+00
2023-05-09 00:25:00,0000:25:00,00000000,50.02E+00,227.8E+00,227.7E+00,0.0E+00,217.0E+00,217.0E+00,-117.6E+00,237.3E+00,237.3E+00,120.3E+00,0.00E+00,0.00E+00,-2.5E+00,2.28E+00,2.26E+00,-123.7E+00,1.26E+00,1.24E+00,90.5E+00,0.00E+03,0.49E+03,0.26E+03,0.74E+03,0.00E+03,0.49E+03,0.30E+03,0.79E+03,0.00E+03,0.08E+03,0.16E+03,0.26E+03,0.000E+99,0.985E+00,0.853E+00,0.936E+00,0.434E+03,0.000E+03,0.235E+03,-0.003E+03,0.00000E+00,0.062E+03,0.000E+03,0.021E+03,0.000E+03,0.74E+03,0.00E+03,0.26E+03,0.00E+03,0.945E+00
2023-05-09 00:30:00,0000:30:00,00000000,50.01E+00,227.8E+00,227.8E+00,0.0E+00,217.1E+00,217.0E+00,-117.6E+00,237.7E+00,237.7E+00,120.3E+00,5.07E+00,5.04E+00,-43.9E+00,2.28E+00,2.26E+00,-123.8E+00,1.25E+00,1.24E+00,90.2E+00,0.83E+03,0.49E+03,0.25E+03,1.57E+03,1.15E+03,0.49E+03,0.30E+03,1.95E+03,0.81E+03,0.08E+03,0.16E+03,1.14E+03,0.716E+00,0.985E+00,0.851E+00,0.805E+00,0.565E+03,0.000E+03,0.331E+03,-0.003E+03,0.00000E+00,0.131E+03,0.000E+03,0.095E+03,0.000E+03,1.57E+03,0.00E+03,1.14E+03,0.00E+03,0.809E+00
2023-05-09 00:35:00,0000:35:00,00000000,50.00E+00,227.7E+00,227.7E+00,0.0E+00,217.0E+00,216.9E+00,-117.6E+00,237.5E+00,237.5E+00,120.3E+00,4.91E+00,4.88E+00,-43.4E+00,2.85E+00,2.78E+00,-123.2E+00,0.77E+00,0.75E+00,94.2E+00,0.81E+03,0.60E+03,0.16E+03,1.56E+03,1.12E+03,0.62E+03,0.18E+03,1.92E+03,0.77E+03,0.11E+03,0.09E+03,1.10E+03,0.722E+00,0.964E+00,0.879E+00,0.815E+00,0.695E+03,0.000E+03,0.422E+03,-0.003E+03,0.00000E+00,0.130E+03,0.000E+03,0.092E+03,0.000E+03,1.56E+03,0.00E+03,1.10E+03,0.00E+03,0.818E+00
2023-05-09 00:40:00,0000:40:00,00000000,50.01E+00,227.8E+00,227.8E+00,0.0E+00,216.5E+00,216.4E+00,-117.7E+00,237.1E+00,237.0E+00,120.2E+00,0.00E+00,0.00E+00,-2.5E+00,8.01E+00,8.00E+00,-119.5E+00,0.35E+00,0.35E+00,93.2E+00,0.00E+03,1.73E+03,0.07E+03,1.80E+03,0.00E+03,1.73E+03,0.08E+03,1.82E+03,0.00E+03,0.09E+03,0.04E+03,0.14E+03,0.000E+99,0.998E+00,0.876E+00,0.992E+00,0.845E+03,0.000E+03,0.434E+03,-0.003E+03,0.00000E+00,0.150E+03,0.000E+03,0.011E+03,-0.000E+03,1.80E+03,0.00E+03,0.14E+03,-0.00E+03,0.997E+00
2023-05-09 00:45:00,0000:45:00,00000000,49.99E+00,227.9E+00,227.8E+00,0.0E+00,216.1E+00,216.0E+00,-117.7E+00,237.3E+00,237.3E+00,120.2E+00,0.00E+00,0.00E+00,-2.4E+00,13.60E+00,13.57E+00,-131.4E+00,1.12E+00,1.10E+00,93.5E+00,0.00E+03,2.83E+03,0.23E+03,3.06E+03,0.00E+03,2.94E+03,0.26E+03,3.20E+03,0.00E+03,0.72E+03,0.13E+03,0.94E+03,0.000E+99,0.962E+00,0.876E+00,0.955E+00,1.100E+03,0.000E+03,0.512E+03,-0.003E+03,0.00000E+00,0.255E+03,0.000E+03,0.078E+03,0.000E+03,3.06E+03,0.00E+03,0.94E+03,0.00E+03,0.956E+00
