"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",23020800
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2023-03-01 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2023-03-01 00:00:00
2023-03-01 00:05:00,0000:05:00,00000000,49.99E+00,231.8E+00,231.8E+00,0.0E+00,224.4E+00,224.4E+00,-118.7E+00,239.0E+00,238.9E+00,121.3E+00,6.03E+00,6.00E+00,-42.5E+00,6.83E+00,6.83E+00,-114.8E+00,3.17E+00,3.13E+00,85.7E+00,1.02E+03,1.53E+03,0.61E+03,3.16E+03,1.40E+03,1.53E+03,0.76E+03,3.69E+03,0.95E+03,-0.12E+03,0.45E+03,1.87E+03,0.732E+00,-0.997E+00,0.802E+00,0.857E+00,0.263E+03,0.000E+03,0.156E+03,0.000E+03,0.00000E+00,0.263E+03,0.000E+03,0.156E+03,0.000E+03,3.16E+03,0.00E+03,1.87E+03,0.00E+03,0.860E+00
2023-03-01 00:10:00,0000:10:00,00000000,50.03E+00,232.1E+00,232.1E+00,0.0E+00,224.3E+00,224.3E+00,-118.7E+00,239.0E+00,239.0E+00,121.2E+00,5.96E+00,5.92E+00,-43.0E+00,10.31E+00,10.26E+00,-138.4E+00,3.29E+00,3.25E+00,84.6E+00,1.01E+03,2.16E+03,0.62E+03,3.79E+03,1.38E+03,2.31E+03,0.79E+03,4.48E+03,0.95E+03,0.81E+03,0.48E+03,2.38E+03,0.727E+00,0.935E+00,0.792E+00,0.846E+00,0.579E+03,0.000E+03,0.355E+03,0.000E+03,0.00000E+00,0.316E+03,0.000E+03,0.199E+03,0.000E+03,3.79E+03,0.00E+03,2.38E+03,0.00E+03,0.847E+00
2023-03-01 00:15:00,0000:15:00,00000000,50.01E+00,232.4E+00,232.3E+00,0.0E+00,224.5E+00,224.4E+00,-118.6E+00,238.7E+00,238.7E+00,121.2E+00,0.98E+00,0.97E+00,-42.9E+00,9.87E+00,9.81E+00,-141.3E+00,3.35E+00,3.32E+00,83.7E+00,0.16E+03,2.03E+03,0.63E+03,2.82E+03,0.23E+03,2.21E+03,0.80E+03,3.24E+03,0.16E+03,0.88E+03,0.50E+03,1.59E+03,0.726E+00,0.918E+00,0.784E+00,0.871E+00,0.814E+03,0.000E+03,0.487E+03,0.000E+03,0.00000E+00,0.235E+03,0.000E+03,0.132E+03,0.000E+03,2.82E+03,0.00E+03,1.59E+03,0.00E+03,0.872E+00
2023-03-01 00:20:00,0000:20:00,00000000,50.02E+00,232.0E+00,232.0E+00,0.0E+00,224.7E+00,224.6E+00,-118.7E+00,238.7E+00,238.7E+00,121.2E+00,2.89E+00,2.87E+00,-42.4E+00,6.19E+00,6.15E+00,-142.7E+00,2.95E+00,2.91E+00,86.8E+00,0.49E+03,1.26E+03,0.57E+03,2.32E+03,0.67E+03,1.39E+03,0.70E+03,2.76E+03,0.46E+03,0.58E+03,0.41E+03,1.47E+03,0.733E+00,0.907E+00,0.813E+00,0.841E+00,1.008E+03,0.000E+03,0.610E+03,0.000E+03,0.00000E+00,0.194E+03,0.000E+03,0.123E+03,0.000E+03,2.32E+03,0.00E+03,1.47E+03,0.00E+03,0.844E+00
2023-03-01 00:25:00,0000:25:00,00000000,50.01E+00,232.0E+00,231.9E+00,0.0E+00,224.8E+00,224.7E+00,-118.7E+00,238.9E+00,238.9E+00,121.2E+00,5.68E+00,5.65E+00,-42.9E+00,4.55E+00,4.52E+00,-143.4E+00,2.77E+00,2.73E+00,88.3E+00,0.96E+03,0.92E+03,0.55E+03,2.43E+03,1.32E+03,1.02E+03,0.66E+03,3.00E+03,0.90E+03,0.44E+03,0.37E+03,1.76E+03,0.728E+00,0.901E+00,0.826E+00,0.808E+00,1.210E+03,0.000E+03,0.756E+03,0.000E+03,0.00000E+00,0.202E+03,0.000E+03,0.146E+03,0.000E+03,2.43E+03,0.00E+03,1.76E+03,0.00E+03,0.810E+00
2023-03-01 00:30:00,0000:30:00,00000000,49.98E+00,232.3E+00,232.3E+00,0.0E+00,224.9E+00,224.9E+00,-118.6E+00,238.9E+00,238.8E+00,121.2E+00,0.00E+00,0.00E+00,-2.3E+00,4.04E+00,4.01E+00,-143.8E+00,2.77E+00,2.73E+00,88.3E+00,0.00E+03,0.81E+03,0.55E+03,1.36E+03,0.00E+03,0.91E+03,0.66E+03,1.57E+03,0.00E+03,0.40E+03,0.37E+03,0.78E+03,0.000E+99,0.898E+00,0.825E+00,0.867E+00,1.324E+03,0.000E+03,0.821E+03,0.000E+03,0.00000E+00,0.113E+03,0.000E+03,0.065E+03,0.000E+03,1.36E+03,0.00E+03,0.78E+03,0.00E+03,0.868E+00
2023-03-01 00:35:00,0000:35:00,00000000,49.98E+00,232.1E+00,232.1E+00,0.0E+00,225.0E+00,225.0E+00,-118.7E+00,238.9E+00,238.9E+00,121.2E+00,3.01E+00,2.99E+00,-42.5E+00,3.86E+00,3.83E+00,-143.8E+00,2.78E+00,2.73E+00,88.2E+00,0.51E+03,0.78E+03,0.55E+03,1.84E+03,0.70E+03,0.87E+03,0.66E+03,2.23E+03,0.48E+03,0.38E+03,0.38E+03,1.25E+03,0.731E+00,0.897E+00,0.825E+00,0.824E+00,1.476E+03,0.000E+03,0.925E+03,0.000E+03,0.00000E+00,0.153E+03,0.000E+03,0.104E+03,0.000E+03,1.84E+03,0.00E+03,1.25E+03,0.00E+03,0.827E+00
2023-03-01 00:40:00,0000:40:00,00000000,50.01E+00,232.1E+00,232.0E+00,0.0E+00,225.0E+00,225.0E+00,-118.7E+00,238.9E+00,238.9E+00,121.2E+00,5.32E+00,5.29E+00,-43.0E+00,3.74E+00,3.72E+00,-143.8E+00,2.78E+00,2.73E+00,88.2E+00,0.90E+03,0.75E+03,0.55E+03,2.20E+03,1.23E+03,0.84E+03,0.66E+03,2.74E+03,0.85E+03,0.37E+03,0.37E+03,1.63E+03,0.727E+00,0.896E+00,0.825E+00,0.803E+00,1.660E+03,0.000E+03,1.060E+03,0.000E+03,0.00000E+00,0.183E+03,0.000E+03,0.135E+03,0.000E+03,2.20E+03,0.00E+03,1.63E+03,0.00E+03,0.804E+00
2023-03-01 00:45:00,0000:45:00,00000000,50.00E+00,232.5E+00,232.4E+00,0.0E+00,225.2E+00,225.2E+00,-118.6E+00,238.9E+00,238.9E+00,121.2E+00,0.00E+00,0.00E+00,-2.4E+00,3.61E+00,3.59E+00,-144.0E+00,2.77E+00,2.73E+00,88.3E+00,0.00E+03,0.73E+03,0.55E+03,1.27E+03,0.00E+03,0.81E+03,0.66E+03,1.47E+03,0.00E+03,0.36E+03,0.37E+03,0.74E+03,0.000E+99,0.896E+00,0.826E+00,0.864E+00,1.766E+03,0.000E+03,1.122E+03,0.000E+03,0.00000E+00,0.106E+03,0.000E+03,0.061E+03,0.000E+03,1.27E+03,0.00E+03,0.74E+03,0.00E+03,0.866E+00
