"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",23020800
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2023-04-28 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2023-04-28 00:00:00
2023-04-28 00:05:00,0000:05:00,00000000,49.99E+00,234.6E+00,234.5E+00,0.0E+00,227.1E+00,227.0E+00,-118.5E+00,241.4E+00,241.4E+00,121.2E+00,0.00E+00,0.00E+00,-2.3E+00,7.92E+00,7.84E+00,-154.4E+00,3.17E+00,3.12E+00,84.4E+00,0.00E+03,1.41E+03,0.60E+03,2.02E+03,0.00E+03,1.80E+03,0.77E+03,2.56E+03,0.00E+03,1.05E+03,0.47E+03,1.54E+03,0.000E+99,0.787E+00,0.788E+00,0.787E+00,0.168E+03,0.000E+03,0.128E+03,0.000E+03,0.00000E+00,0.168E+03,0.000E+03,0.128E+03,0.000E+03,2.02E+03,0.00E+03,1.54E+03,0.00E+03,0.795E+00
2023-04-28 00:10:00,0000:10:00,00000000,49.99E+00,234.7E+00,234.7E+00,0.0E+00,227.3E+00,227.2E+00,-118.5E+00,241.6E+00,241.6E+00,121.1E+00,0.00E+00,0.00E+00,-2.4E+00,7.26E+00,7.18E+00,-161.1E+00,1.73E+00,1.70E+00,84.2E+00,0.00E+03,1.18E+03,0.33E+03,1.50E+03,0.00E+03,1.65E+03,0.42E+03,2.07E+03,0.00E+03,1.11E+03,0.26E+03,1.38E+03,0.000E+99,0.712E+00,0.785E+00,0.727E+00,0.293E+03,0.000E+03,0.243E+03,0.000E+03,0.00000E+00,0.125E+03,0.000E+03,0.115E+03,0.000E+03,1.50E+03,0.00E+03,1.38E+03,0.00E+03,0.737E+00
2023-04-28 00:15:00,0000:15:00,00000000,50.00E+00,234.7E+00,234.6E+00,0.0E+00,227.2E+00,227.1E+00,-118.6E+00,241.7E+00,241.7E+00,121.1E+00,4.38E+00,4.35E+00,-40.4E+00,9.31E+00,9.23E+00,-156.1E+00,2.10E+00,2.07E+00,95.0E+00,0.77E+03,1.64E+03,0.45E+03,2.86E+03,1.03E+03,2.12E+03,0.51E+03,3.65E+03,0.67E+03,1.29E+03,0.24E+03,2.22E+03,0.753E+00,0.775E+00,0.883E+00,0.784E+00,0.532E+03,0.000E+03,0.428E+03,0.000E+03,0.00000E+00,0.238E+03,0.000E+03,0.185E+03,0.000E+03,2.86E+03,0.00E+03,2.22E+03,0.00E+03,0.790E+00
2023-04-28 00:20:00,0000:20:00,00000000,49.99E+00,234.4E+00,234.4E+00,0.0E+00,226.9E+00,226.9E+00,-118.5E+00,241.5E+00,241.5E+00,121.1E+00,2.37E+00,2.35E+00,-45.6E+00,7.67E+00,7.60E+00,-156.1E+00,0.00E+00,0.00E+00,-2.4E+00,0.39E+03,1.34E+03,0.00E+03,1.72E+03,0.55E+03,1.74E+03,0.00E+03,2.29E+03,0.40E+03,1.05E+03,0.00E+03,1.47E+03,0.695E+00,0.769E+00,0.000E+99,0.751E+00,0.675E+03,0.000E+03,0.550E+03,0.000E+03,0.00000E+00,0.144E+03,0.000E+03,0.122E+03,0.000E+03,1.72E+03,0.00E+03,1.47E+03,0.00E+03,0.762E+00
2023-04-28 00:25:00,0000:25:00,00000000,50.00E+00,234.3E+00,234.2E+00,0.0E+00,226.8E+00,226.8E+00,-118.5E+00,241.4E+00,241.3E+00,121.1E+00,0.00E+00,0.00E+00,-2.4E+00,7.19E+00,7.10E+00,-161.1E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,1.16E+03,0.00E+03,1.16E+03,0.00E+03,1.63E+03,0.00E+03,1.63E+03,0.00E+03,1.10E+03,0.00E+03,1.10E+03,0.000E+99,0.711E+00,0.000E+99,0.711E+00,0.772E+03,0.000E+03,0.641E+03,0.000E+03,0.00000E+00,0.097E+03,0.000E+03,0.091E+03,0.000E+03,1.16E+03,0.00E+03,1.10E+03,0.00E+03,0.727E+00
2023-04-28 00:30:00,0000:30:00,00000000,50.00E+00,234.3E+00,234.3E+00,0.0E+00,226.8E+00,226.7E+00,-118.5E+00,241.5E+00,241.4E+00,121.1E+00,0.00E+00,0.00E+00,-2.4E+00,7.71E+00,7.64E+00,-156.1E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,1.34E+03,0.00E+03,1.34E+03,0.00E+03,1.75E+03,0.00E+03,1.75E+03,0.00E+03,1.06E+03,0.00E+03,1.06E+03,0.000E+99,0.767E+00,0.000E+99,0.767E+00,0.884E+03,0.000E+03,0.730E+03,0.000E+03,0.00000E+00,0.112E+03,0.000E+03,0.088E+03,0.000E+03,1.34E+03,0.00E+03,1.06E+03,0.00E+03,0.785E+00
2023-04-28 00:35:00,0000:35:00,00000000,50.02E+00,234.3E+00,234.3E+00,0.0E+00,227.0E+00,226.9E+00,-118.5E+00,241.5E+00,241.4E+00,121.1E+00,1.91E+00,1.90E+00,-43.6E+00,7.44E+00,7.36E+00,-158.1E+00,2.12E+00,2.08E+00,90.9E+00,0.32E+03,1.26E+03,0.43E+03,2.02E+03,0.45E+03,1.69E+03,0.51E+03,2.65E+03,0.31E+03,1.07E+03,0.27E+03,1.68E+03,0.719E+00,0.747E+00,0.846E+00,0.762E+00,1.052E+03,0.000E+03,0.870E+03,0.000E+03,0.00000E+00,0.168E+03,0.000E+03,0.140E+03,0.000E+03,2.02E+03,0.00E+03,1.68E+03,0.00E+03,0.769E+00
2023-04-28 00:40:00,0000:40:00,00000000,49.99E+00,234.2E+00,234.2E+00,0.0E+00,227.1E+00,227.1E+00,-118.5E+00,241.3E+00,241.3E+00,121.1E+00,3.13E+00,3.12E+00,-44.9E+00,7.24E+00,7.15E+00,-161.4E+00,2.91E+00,2.85E+00,88.5E+00,0.52E+03,1.17E+03,0.58E+03,2.26E+03,0.73E+03,1.64E+03,0.70E+03,3.08E+03,0.52E+03,1.11E+03,0.40E+03,2.06E+03,0.705E+00,0.709E+00,0.826E+00,0.735E+00,1.240E+03,0.000E+03,1.042E+03,0.000E+03,0.00000E+00,0.189E+03,0.000E+03,0.172E+03,0.000E+03,2.26E+03,0.00E+03,2.06E+03,0.00E+03,0.739E+00
2023-04-28 00:45:00,0000:45:00,00000000,50.00E+00,234.7E+00,234.6E+00,0.0E+00,227.1E+00,227.0E+00,-118.5E+00,241.8E+00,241.7E+00,121.1E+00,0.00E+00,0.00E+00,-2.4E+00,10.97E+00,10.92E+00,-143.0E+00,2.84E+00,2.79E+00,87.7E+00,0.00E+03,2.21E+03,0.56E+03,2.77E+03,0.00E+03,2.49E+03,0.69E+03,3.18E+03,0.00E+03,1.04E+03,0.39E+03,1.47E+03,0.000E+99,0.888E+00,0.820E+00,0.873E+00,1.471E+03,0.000E+03,1.164E+03,0.000E+03,0.00000E+00,0.231E+03,0.000E+03,0.122E+03,0.000E+03,2.77E+03,0.00E+03,1.47E+03,0.00E+03,0.884E+00
