"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",23020800
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2023-03-11 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2023-03-11 00:00:00
2023-03-11 00:05:00,0000:05:00,00000000,49.99E+00,230.4E+00,230.4E+00,0.0E+00,223.0E+00,222.9E+00,-118.7E+00,236.4E+00,236.4E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,7.13E+00,7.06E+00,-154.5E+00,3.93E+00,3.84E+00,98.7E+00,0.00E+03,1.25E+03,0.83E+03,2.08E+03,0.00E+03,1.59E+03,0.93E+03,2.52E+03,0.00E+03,0.92E+03,0.40E+03,1.38E+03,0.000E+99,0.783E+00,0.897E+00,0.825E+00,0.173E+03,0.000E+03,0.115E+03,0.000E+03,0.00000E+00,0.173E+03,0.000E+03,0.115E+03,0.000E+03,2.08E+03,0.00E+03,1.38E+03,0.00E+03,0.832E+00
2023-03-11 00:10:00,0000:10:00,00000000,50.00E+00,230.5E+00,230.4E+00,0.0E+00,222.9E+00,222.9E+00,-118.7E+00,236.3E+00,236.3E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,7.17E+00,7.10E+00,-154.0E+00,4.41E+00,4.31E+00,101.4E+00,0.00E+03,1.26E+03,0.95E+03,2.21E+03,0.00E+03,1.60E+03,1.04E+03,2.64E+03,0.00E+03,0.92E+03,0.41E+03,1.37E+03,0.000E+99,0.788E+00,0.914E+00,0.838E+00,0.357E+03,0.000E+03,0.230E+03,0.000E+03,0.00000E+00,0.184E+03,0.000E+03,0.114E+03,0.000E+03,2.21E+03,0.00E+03,1.37E+03,0.00E+03,0.850E+00
2023-03-11 00:15:00,0000:15:00,00000000,50.01E+00,230.5E+00,230.4E+00,0.0E+00,223.0E+00,222.9E+00,-118.8E+00,236.3E+00,236.2E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,6.78E+00,6.70E+00,-158.1E+00,3.69E+00,3.62E+00,97.5E+00,0.00E+03,1.13E+03,0.78E+03,1.90E+03,0.00E+03,1.51E+03,0.87E+03,2.38E+03,0.00E+03,0.95E+03,0.39E+03,1.37E+03,0.000E+99,0.746E+00,0.889E+00,0.798E+00,0.516E+03,0.000E+03,0.343E+03,0.000E+03,0.00000E+00,0.159E+03,0.000E+03,0.114E+03,0.000E+03,1.90E+03,0.00E+03,1.37E+03,0.00E+03,0.812E+00
2023-03-11 00:20:00,0000:20:00,00000000,50.01E+00,230.4E+00,230.4E+00,0.0E+00,223.0E+00,223.0E+00,-118.8E+00,236.0E+00,236.0E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,6.73E+00,6.65E+00,-158.0E+00,4.35E+00,4.25E+00,101.0E+00,0.00E+03,1.12E+03,0.94E+03,2.06E+03,0.00E+03,1.50E+03,1.03E+03,2.53E+03,0.00E+03,0.94E+03,0.41E+03,1.43E+03,0.000E+99,0.747E+00,0.912E+00,0.814E+00,0.687E+03,0.000E+03,0.463E+03,0.000E+03,0.00000E+00,0.171E+03,0.000E+03,0.119E+03,0.000E+03,2.06E+03,0.00E+03,1.43E+03,0.00E+03,0.821E+00
2023-03-11 00:25:00,0000:25:00,00000000,50.00E+00,230.6E+00,230.5E+00,0.0E+00,223.0E+00,223.0E+00,-118.8E+00,236.3E+00,236.3E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,6.66E+00,6.58E+00,-158.8E+00,4.31E+00,4.22E+00,100.9E+00,0.00E+03,1.10E+03,0.93E+03,2.03E+03,0.00E+03,1.49E+03,1.02E+03,2.50E+03,0.00E+03,0.95E+03,0.41E+03,1.45E+03,0.000E+99,0.739E+00,0.911E+00,0.809E+00,0.856E+03,0.000E+03,0.584E+03,0.000E+03,0.00000E+00,0.169E+03,0.000E+03,0.121E+03,0.000E+03,2.03E+03,0.00E+03,1.45E+03,0.00E+03,0.813E+00
2023-03-11 00:30:00,0000:30:00,00000000,50.02E+00,230.8E+00,230.7E+00,0.0E+00,223.2E+00,223.1E+00,-118.8E+00,236.5E+00,236.5E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,7.14E+00,7.07E+00,-154.4E+00,5.12E+00,4.98E+00,103.8E+00,0.00E+03,1.25E+03,1.13E+03,2.37E+03,0.00E+03,1.59E+03,1.21E+03,2.80E+03,0.00E+03,0.92E+03,0.45E+03,1.44E+03,0.000E+99,0.784E+00,0.930E+00,0.847E+00,1.054E+03,0.000E+03,0.704E+03,0.000E+03,0.00000E+00,0.198E+03,0.000E+03,0.120E+03,0.000E+03,2.37E+03,0.00E+03,1.44E+03,0.00E+03,0.855E+00
2023-03-11 00:35:00,0000:35:00,00000000,50.01E+00,230.7E+00,230.7E+00,0.0E+00,223.2E+00,223.2E+00,-118.7E+00,236.6E+00,236.6E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,7.15E+00,7.08E+00,-154.5E+00,5.14E+00,5.01E+00,103.9E+00,0.00E+03,1.25E+03,1.13E+03,2.38E+03,0.00E+03,1.60E+03,1.22E+03,2.81E+03,0.00E+03,0.93E+03,0.45E+03,1.45E+03,0.000E+99,0.783E+00,0.930E+00,0.847E+00,1.253E+03,0.000E+03,0.825E+03,0.000E+03,0.00000E+00,0.198E+03,0.000E+03,0.121E+03,0.000E+03,2.38E+03,0.00E+03,1.45E+03,0.00E+03,0.854E+00
2023-03-11 00:40:00,0000:40:00,00000000,50.00E+00,230.7E+00,230.7E+00,0.0E+00,223.0E+00,223.0E+00,-118.8E+00,236.8E+00,236.7E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,9.51E+00,9.45E+00,-143.6E+00,3.40E+00,3.35E+00,90.0E+00,0.00E+03,1.86E+03,0.67E+03,2.53E+03,0.00E+03,2.12E+03,0.80E+03,2.93E+03,0.00E+03,0.89E+03,0.43E+03,1.39E+03,0.000E+99,0.875E+00,0.839E+00,0.865E+00,1.464E+03,0.000E+03,0.940E+03,0.000E+03,0.00000E+00,0.211E+03,0.000E+03,0.116E+03,0.000E+03,2.53E+03,0.00E+03,1.39E+03,0.00E+03,0.877E+00
2023-03-11 00:45:00,0000:45:00,00000000,50.00E+00,230.6E+00,230.6E+00,0.0E+00,222.6E+00,222.6E+00,-118.8E+00,236.4E+00,236.4E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,13.52E+00,13.49E+00,-132.1E+00,5.46E+00,5.34E+00,101.3E+00,0.00E+03,2.91E+03,1.19E+03,4.10E+03,0.00E+03,3.01E+03,1.29E+03,4.30E+03,0.00E+03,0.71E+03,0.50E+03,1.31E+03,0.000E+99,0.966E+00,0.920E+00,0.952E+00,1.805E+03,0.000E+03,1.049E+03,0.000E+03,0.00000E+00,0.341E+03,0.000E+03,0.109E+03,0.000E+03,4.10E+03,0.00E+03,1.31E+03,0.00E+03,0.953E+00
