"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",22092900
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2023-01-08 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2023-01-08 00:00:00
2023-01-08 00:05:00,0000:05:00,00000000,49.99E+00,230.6E+00,230.5E+00,0.0E+00,221.9E+00,221.9E+00,-118.3E+00,238.9E+00,238.9E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,1.93E+00,1.92E+00,-144.0E+00,5.47E+00,5.32E+00,100.6E+00,0.00E+03,0.38E+03,1.19E+03,1.57E+03,0.00E+03,0.43E+03,1.31E+03,1.73E+03,0.00E+03,0.19E+03,0.54E+03,0.73E+03,0.000E+99,0.892E+00,0.908E+00,0.904E+00,0.131E+03,0.000E+03,0.061E+03,0.000E+03,0.00000E+00,0.131E+03,0.000E+03,0.061E+03,0.000E+03,1.57E+03,0.00E+03,0.73E+03,0.00E+03,0.906E+00
2023-01-08 00:10:00,0000:10:00,00000000,50.00E+00,230.5E+00,230.4E+00,0.0E+00,222.0E+00,221.9E+00,-118.3E+00,238.8E+00,238.8E+00,121.0E+00,0.03E+00,0.03E+00,-34.1E+00,2.38E+00,2.37E+00,-144.8E+00,4.32E+00,4.22E+00,92.0E+00,0.00E+03,0.47E+03,0.88E+03,1.35E+03,0.01E+03,0.53E+03,1.03E+03,1.57E+03,0.00E+03,0.24E+03,0.54E+03,0.78E+03,0.692E+00,0.889E+00,0.852E+00,0.864E+00,0.243E+03,0.000E+03,0.126E+03,0.000E+03,0.00000E+00,0.113E+03,0.000E+03,0.065E+03,0.000E+03,1.35E+03,0.00E+03,0.78E+03,0.00E+03,0.865E+00
2023-01-08 00:15:00,0000:15:00,00000000,50.01E+00,230.6E+00,230.6E+00,0.0E+00,221.8E+00,221.8E+00,-118.3E+00,239.0E+00,239.0E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,4.05E+00,4.02E+00,-144.3E+00,1.14E+00,1.12E+00,88.1E+00,0.00E+03,0.80E+03,0.23E+03,1.02E+03,0.00E+03,0.90E+03,0.27E+03,1.17E+03,0.00E+03,0.40E+03,0.15E+03,0.56E+03,0.000E+99,0.891E+00,0.825E+00,0.876E+00,0.329E+03,0.000E+03,0.173E+03,0.000E+03,0.00000E+00,0.085E+03,0.000E+03,0.047E+03,0.000E+03,1.02E+03,0.00E+03,0.56E+03,0.00E+03,0.878E+00
2023-01-08 00:20:00,0000:20:00,00000000,50.00E+00,230.6E+00,230.5E+00,0.0E+00,221.8E+00,221.7E+00,-118.4E+00,239.1E+00,239.1E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,2.59E+00,2.57E+00,-143.7E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.51E+03,0.00E+03,0.51E+03,0.00E+03,0.57E+03,0.00E+03,0.57E+03,0.00E+03,0.25E+03,0.00E+03,0.25E+03,0.000E+99,0.897E+00,0.000E+99,0.897E+00,0.371E+03,0.000E+03,0.194E+03,-0.000E+03,0.00000E+00,0.043E+03,0.000E+03,0.021E+03,-0.000E+03,0.51E+03,0.00E+03,0.25E+03,-0.00E+03,0.897E+00
2023-01-08 00:25:00,0000:25:00,00000000,49.99E+00,230.1E+00,230.0E+00,0.0E+00,221.5E+00,221.4E+00,-118.4E+00,238.6E+00,238.6E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,1.53E+00,1.52E+00,-144.8E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.30E+03,0.00E+03,0.30E+03,0.00E+03,0.34E+03,0.00E+03,0.34E+03,0.00E+03,0.15E+03,0.00E+03,0.15E+03,0.000E+99,0.889E+00,0.000E+99,0.889E+00,0.396E+03,0.000E+03,0.207E+03,-0.000E+03,0.00000E+00,0.025E+03,0.000E+03,0.013E+03,0.000E+03,0.30E+03,0.00E+03,0.15E+03,0.00E+03,0.890E+00
2023-01-08 00:30:00,0000:30:00,00000000,50.00E+00,230.2E+00,230.2E+00,0.0E+00,221.3E+00,221.3E+00,-118.3E+00,238.5E+00,238.5E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,4.14E+00,4.11E+00,-144.1E+00,2.63E+00,2.51E+00,128.0E+00,0.00E+03,0.82E+03,0.59E+03,1.41E+03,0.00E+03,0.91E+03,0.63E+03,1.54E+03,0.00E+03,0.41E+03,-0.20E+03,0.36E+03,0.000E+99,0.893E+00,-0.947E+00,0.915E+00,0.514E+03,0.000E+03,0.247E+03,-0.010E+03,0.00000E+00,0.118E+03,0.000E+03,0.041E+03,-0.010E+03,1.41E+03,0.00E+03,0.49E+03,-0.12E+03,0.945E+00
2023-01-08 00:35:00,0000:35:00,00000000,50.00E+00,230.1E+00,230.1E+00,0.0E+00,221.4E+00,221.3E+00,-118.3E+00,238.4E+00,238.4E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,4.19E+00,4.19E+00,-115.3E+00,4.46E+00,4.30E+00,105.4E+00,0.00E+03,0.92E+03,0.97E+03,1.89E+03,0.00E+03,0.93E+03,1.06E+03,1.99E+03,0.00E+03,-0.06E+03,0.29E+03,0.46E+03,0.000E+99,-0.998E+00,0.909E+00,0.951E+00,0.672E+03,0.000E+03,0.292E+03,-0.016E+03,0.00000E+00,0.158E+03,0.000E+03,0.044E+03,-0.006E+03,1.89E+03,0.00E+03,0.53E+03,-0.07E+03,0.963E+00
2023-01-08 00:40:00,0000:40:00,00000000,50.00E+00,230.3E+00,230.2E+00,0.0E+00,221.2E+00,221.2E+00,-118.5E+00,238.7E+00,238.7E+00,120.9E+00,1.23E+00,1.22E+00,-42.4E+00,10.54E+00,10.54E+00,-115.3E+00,4.57E+00,4.42E+00,97.5E+00,0.21E+03,2.33E+03,0.97E+03,3.50E+03,0.28E+03,2.33E+03,1.09E+03,3.71E+03,0.19E+03,-0.14E+03,0.50E+03,1.17E+03,0.731E+00,-0.998E+00,0.887E+00,0.945E+00,0.963E+03,0.000E+03,0.390E+03,-0.016E+03,0.00000E+00,0.292E+03,0.000E+03,0.098E+03,0.000E+03,3.50E+03,0.00E+03,1.17E+03,0.00E+03,0.948E+00
2023-01-08 00:45:00,0000:45:00,00000000,50.01E+00,230.1E+00,230.0E+00,0.0E+00,221.4E+00,221.4E+00,-118.6E+00,238.9E+00,238.9E+00,120.9E+00,5.80E+00,5.76E+00,-42.7E+00,9.74E+00,9.73E+00,-115.4E+00,4.58E+00,4.44E+00,97.5E+00,0.97E+03,2.15E+03,0.97E+03,4.10E+03,1.33E+03,2.16E+03,1.10E+03,4.58E+03,0.91E+03,-0.13E+03,0.51E+03,2.05E+03,0.730E+00,-0.998E+00,0.887E+00,0.893E+00,1.305E+03,0.000E+03,0.561E+03,-0.016E+03,0.00000E+00,0.341E+03,0.000E+03,0.171E+03,0.000E+03,4.10E+03,0.00E+03,2.05E+03,0.00E+03,0.894E+00
