"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",23020800
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2023-04-17 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2023-04-17 00:00:00
2023-04-17 00:05:00,0000:05:00,00000000,50.00E+00,230.5E+00,230.5E+00,0.0E+00,223.4E+00,223.3E+00,-118.8E+00,236.4E+00,236.4E+00,121.0E+00,2.50E+00,2.49E+00,4.1E+00,7.11E+00,7.04E+00,-155.9E+00,1.08E+00,1.06E+00,85.2E+00,0.56E+03,1.22E+03,0.20E+03,1.99E+03,0.58E+03,1.59E+03,0.25E+03,2.42E+03,-0.05E+03,0.95E+03,0.15E+03,1.34E+03,-0.970E+00,0.770E+00,0.800E+00,0.821E+00,0.165E+03,0.000E+03,0.112E+03,0.000E+03,0.00000E+00,0.165E+03,0.000E+03,0.112E+03,0.000E+03,1.99E+03,0.00E+03,1.34E+03,0.00E+03,0.829E+00
2023-04-17 00:10:00,0000:10:00,00000000,50.00E+00,230.6E+00,230.6E+00,0.0E+00,223.5E+00,223.5E+00,-118.8E+00,236.6E+00,236.6E+00,121.0E+00,2.34E+00,2.33E+00,8.1E+00,7.14E+00,7.07E+00,-155.9E+00,0.00E+00,0.00E+00,-2.4E+00,0.53E+03,1.23E+03,0.00E+03,1.76E+03,0.54E+03,1.60E+03,0.00E+03,2.13E+03,-0.09E+03,0.96E+03,0.00E+03,1.15E+03,-0.986E+00,0.769E+00,0.000E+99,0.824E+00,0.312E+03,0.000E+03,0.208E+03,0.000E+03,0.00000E+00,0.147E+03,0.000E+03,0.096E+03,0.000E+03,1.76E+03,0.00E+03,1.15E+03,0.00E+03,0.836E+00
2023-04-17 00:15:00,0000:15:00,00000000,50.00E+00,231.0E+00,230.9E+00,0.0E+00,223.8E+00,223.7E+00,-118.8E+00,236.8E+00,236.8E+00,121.0E+00,2.22E+00,2.21E+00,8.4E+00,7.19E+00,7.12E+00,-156.0E+00,0.00E+00,0.00E+00,-2.4E+00,0.50E+03,1.24E+03,0.00E+03,1.74E+03,0.51E+03,1.61E+03,0.00E+03,2.12E+03,-0.09E+03,0.97E+03,0.00E+03,1.15E+03,-0.985E+00,0.769E+00,0.000E+99,0.821E+00,0.457E+03,0.000E+03,0.304E+03,0.000E+03,0.00000E+00,0.145E+03,0.000E+03,0.096E+03,0.000E+03,1.74E+03,0.00E+03,1.15E+03,0.00E+03,0.834E+00
2023-04-17 00:20:00,0000:20:00,00000000,50.00E+00,230.6E+00,230.6E+00,0.0E+00,223.7E+00,223.7E+00,-118.8E+00,236.8E+00,236.8E+00,121.0E+00,6.82E+00,6.79E+00,-32.2E+00,7.32E+00,7.24E+00,-154.7E+00,5.10E+00,5.10E+00,123.2E+00,1.32E+03,1.28E+03,1.20E+03,3.81E+03,1.57E+03,1.64E+03,1.20E+03,4.41E+03,0.85E+03,0.96E+03,-0.06E+03,2.21E+03,0.842E+00,0.782E+00,-0.999E+00,0.863E+00,0.775E+03,0.000E+03,0.488E+03,0.000E+03,0.00000E+00,0.317E+03,0.000E+03,0.184E+03,0.000E+03,3.81E+03,0.00E+03,2.21E+03,0.00E+03,0.865E+00
2023-04-17 00:25:00,0000:25:00,00000000,50.00E+00,231.1E+00,231.0E+00,0.0E+00,223.8E+00,223.7E+00,-118.6E+00,235.9E+00,235.9E+00,121.1E+00,2.41E+00,2.40E+00,3.7E+00,7.40E+00,7.32E+00,-154.0E+00,14.86E+00,14.85E+00,117.9E+00,0.54E+03,1.31E+03,3.49E+03,5.33E+03,0.56E+03,1.65E+03,3.51E+03,5.72E+03,-0.05E+03,0.95E+03,0.20E+03,2.00E+03,-0.967E+00,0.789E+00,0.996E+00,0.933E+00,1.219E+03,0.000E+03,0.654E+03,0.000E+03,0.00000E+00,0.445E+03,0.000E+03,0.166E+03,0.000E+03,5.33E+03,0.00E+03,2.00E+03,0.00E+03,0.937E+00
2023-04-17 00:30:00,0000:30:00,00000000,50.00E+00,231.0E+00,231.0E+00,0.0E+00,223.7E+00,223.7E+00,-118.6E+00,235.8E+00,235.8E+00,121.1E+00,2.21E+00,2.20E+00,8.4E+00,7.16E+00,7.08E+00,-155.9E+00,15.33E+00,15.32E+00,115.0E+00,0.50E+03,1.23E+03,3.59E+03,5.33E+03,0.51E+03,1.60E+03,3.62E+03,5.73E+03,-0.09E+03,0.97E+03,0.40E+03,2.05E+03,-0.985E+00,0.768E+00,0.994E+00,0.930E+00,1.663E+03,0.000E+03,0.825E+03,0.000E+03,0.00000E+00,0.444E+03,0.000E+03,0.171E+03,0.000E+03,5.33E+03,0.00E+03,2.05E+03,0.00E+03,0.933E+00
2023-04-17 00:35:00,0000:35:00,00000000,50.01E+00,231.0E+00,230.9E+00,0.0E+00,223.7E+00,223.7E+00,-118.6E+00,235.9E+00,235.8E+00,121.1E+00,2.39E+00,2.38E+00,7.9E+00,7.16E+00,7.08E+00,-155.8E+00,13.29E+00,13.27E+00,114.1E+00,0.54E+03,1.23E+03,3.09E+03,4.87E+03,0.55E+03,1.60E+03,3.13E+03,5.29E+03,-0.09E+03,0.96E+03,0.40E+03,1.95E+03,-0.986E+00,0.769E+00,0.987E+00,0.921E+00,2.069E+03,0.000E+03,0.988E+03,0.000E+03,0.00000E+00,0.406E+03,0.000E+03,0.162E+03,0.000E+03,4.87E+03,0.00E+03,1.95E+03,0.00E+03,0.928E+00
2023-04-17 00:40:00,0000:40:00,00000000,50.00E+00,230.6E+00,230.5E+00,0.0E+00,223.6E+00,223.5E+00,-118.8E+00,236.8E+00,236.8E+00,121.1E+00,6.91E+00,6.88E+00,-31.3E+00,7.21E+00,7.14E+00,-155.5E+00,2.84E+00,2.80E+00,86.3E+00,1.35E+03,1.25E+03,0.54E+03,3.15E+03,1.59E+03,1.61E+03,0.67E+03,3.88E+03,0.84E+03,0.96E+03,0.39E+03,2.24E+03,0.850E+00,0.775E+00,0.810E+00,0.812E+00,2.331E+03,0.000E+03,1.174E+03,0.000E+03,0.00000E+00,0.262E+03,0.000E+03,0.186E+03,0.000E+03,3.15E+03,0.00E+03,2.24E+03,0.00E+03,0.815E+00
2023-04-17 00:45:00,0000:45:00,00000000,50.00E+00,230.8E+00,230.7E+00,0.0E+00,223.6E+00,223.5E+00,-118.8E+00,236.8E+00,236.7E+00,121.1E+00,2.56E+00,2.55E+00,1.5E+00,7.29E+00,7.21E+00,-154.9E+00,2.78E+00,2.74E+00,85.5E+00,0.57E+03,1.27E+03,0.53E+03,2.37E+03,0.59E+03,1.63E+03,0.66E+03,2.88E+03,-0.03E+03,0.96E+03,0.39E+03,1.60E+03,-0.961E+00,0.780E+00,0.802E+00,0.822E+00,2.528E+03,0.000E+03,1.307E+03,0.000E+03,0.00000E+00,0.197E+03,0.000E+03,0.133E+03,0.000E+03,2.37E+03,0.00E+03,1.60E+03,0.00E+03,0.829E+00
