"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",23020800
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2023-04-25 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2023-04-25 00:00:00
2023-04-25 00:05:00,0000:05:00,00000000,49.99E+00,233.2E+00,233.2E+00,0.0E+00,226.4E+00,226.3E+00,-118.6E+00,238.9E+00,238.9E+00,120.9E+00,2.29E+00,2.27E+00,-46.4E+00,8.59E+00,8.53E+00,-148.5E+00,13.82E+00,13.82E+00,126.3E+00,0.36E+03,1.65E+03,3.29E+03,5.30E+03,0.53E+03,1.94E+03,3.30E+03,5.78E+03,0.39E+03,0.98E+03,-0.32E+03,2.19E+03,0.685E+00,0.850E+00,-0.995E+00,0.918E+00,0.442E+03,0.000E+03,0.183E+03,0.000E+03,0.00000E+00,0.442E+03,0.000E+03,0.183E+03,0.000E+03,5.30E+03,0.00E+03,2.19E+03,0.00E+03,0.924E+00
2023-04-25 00:10:00,0000:10:00,00000000,50.01E+00,233.5E+00,233.4E+00,0.0E+00,226.2E+00,226.2E+00,-118.7E+00,239.6E+00,239.5E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,8.27E+00,8.21E+00,-150.6E+00,2.74E+00,2.74E+00,126.3E+00,0.00E+03,1.55E+03,0.65E+03,2.20E+03,0.00E+03,1.87E+03,0.65E+03,2.53E+03,0.00E+03,0.99E+03,-0.06E+03,1.20E+03,0.000E+99,0.829E+00,-0.995E+00,0.872E+00,0.626E+03,0.000E+03,0.283E+03,0.000E+03,0.00000E+00,0.184E+03,0.000E+03,0.100E+03,0.000E+03,2.20E+03,0.00E+03,1.20E+03,0.00E+03,0.879E+00
2023-04-25 00:15:00,0000:15:00,00000000,49.99E+00,233.5E+00,233.5E+00,0.0E+00,226.1E+00,226.1E+00,-118.8E+00,239.8E+00,239.8E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,8.29E+00,8.23E+00,-150.1E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,1.57E+03,0.00E+03,1.57E+03,0.00E+03,1.88E+03,0.00E+03,1.88E+03,0.00E+03,0.98E+03,0.00E+03,0.98E+03,0.000E+99,0.835E+00,0.000E+99,0.835E+00,0.756E+03,0.000E+03,0.364E+03,0.000E+03,0.00000E+00,0.130E+03,0.000E+03,0.081E+03,0.000E+03,1.57E+03,0.00E+03,0.98E+03,0.00E+03,0.848E+00
2023-04-25 00:20:00,0000:20:00,00000000,50.00E+00,233.3E+00,233.3E+00,0.0E+00,226.1E+00,226.1E+00,-118.7E+00,239.6E+00,239.5E+00,121.0E+00,0.92E+00,0.91E+00,-45.2E+00,8.21E+00,8.15E+00,-150.7E+00,2.55E+00,2.53E+00,90.3E+00,0.15E+03,1.54E+03,0.52E+03,2.21E+03,0.21E+03,1.86E+03,0.61E+03,2.68E+03,0.15E+03,0.98E+03,0.32E+03,1.49E+03,0.694E+00,0.828E+00,0.850E+00,0.822E+00,0.940E+03,0.000E+03,0.488E+03,0.000E+03,0.00000E+00,0.184E+03,0.000E+03,0.124E+03,0.000E+03,2.21E+03,0.00E+03,1.49E+03,0.00E+03,0.829E+00
2023-04-25 00:25:00,0000:25:00,00000000,50.01E+00,233.1E+00,233.1E+00,0.0E+00,226.3E+00,226.3E+00,-118.8E+00,239.8E+00,239.8E+00,121.0E+00,4.30E+00,4.27E+00,-46.4E+00,8.18E+00,8.12E+00,-151.1E+00,3.05E+00,3.02E+00,88.3E+00,0.69E+03,1.53E+03,0.61E+03,2.82E+03,1.00E+03,1.85E+03,0.73E+03,3.58E+03,0.73E+03,0.99E+03,0.40E+03,2.17E+03,0.685E+00,0.824E+00,0.834E+00,0.787E+00,1.175E+03,0.000E+03,0.669E+03,0.000E+03,0.00000E+00,0.235E+03,0.000E+03,0.181E+03,0.000E+03,2.82E+03,0.00E+03,2.17E+03,0.00E+03,0.793E+00
2023-04-25 00:30:00,0000:30:00,00000000,50.00E+00,233.0E+00,233.0E+00,0.0E+00,225.9E+00,225.9E+00,-118.8E+00,239.3E+00,239.2E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,8.19E+00,8.13E+00,-150.5E+00,2.98E+00,2.95E+00,87.8E+00,0.00E+03,1.53E+03,0.59E+03,2.12E+03,0.00E+03,1.85E+03,0.71E+03,2.56E+03,0.00E+03,0.98E+03,0.40E+03,1.39E+03,0.000E+99,0.829E+00,0.829E+00,0.829E+00,1.352E+03,0.000E+03,0.785E+03,0.000E+03,0.00000E+00,0.177E+03,0.000E+03,0.116E+03,0.000E+03,2.12E+03,0.00E+03,1.39E+03,0.00E+03,0.837E+00
2023-04-25 00:35:00,0000:35:00,00000000,49.99E+00,232.7E+00,232.7E+00,0.0E+00,225.8E+00,225.7E+00,-118.8E+00,238.9E+00,238.9E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,8.24E+00,8.17E+00,-150.1E+00,2.96E+00,2.92E+00,87.6E+00,0.00E+03,1.55E+03,0.58E+03,2.13E+03,0.00E+03,1.86E+03,0.71E+03,2.57E+03,0.00E+03,0.97E+03,0.40E+03,1.39E+03,0.000E+99,0.834E+00,0.825E+00,0.831E+00,1.530E+03,0.000E+03,0.900E+03,0.000E+03,0.00000E+00,0.178E+03,0.000E+03,0.116E+03,0.000E+03,2.13E+03,0.00E+03,1.39E+03,0.00E+03,0.838E+00
2023-04-25 00:40:00,0000:40:00,00000000,49.99E+00,232.9E+00,232.9E+00,0.0E+00,225.9E+00,225.8E+00,-118.8E+00,239.2E+00,239.1E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,8.08E+00,8.02E+00,-151.0E+00,2.92E+00,2.89E+00,87.1E+00,0.00E+03,1.51E+03,0.57E+03,2.08E+03,0.00E+03,1.82E+03,0.70E+03,2.52E+03,0.00E+03,0.97E+03,0.40E+03,1.39E+03,0.000E+99,0.826E+00,0.821E+00,0.825E+00,1.703E+03,0.000E+03,1.016E+03,0.000E+03,0.00000E+00,0.174E+03,0.000E+03,0.116E+03,0.000E+03,2.08E+03,0.00E+03,1.39E+03,0.00E+03,0.832E+00
2023-04-25 00:45:00,0000:45:00,00000000,50.00E+00,232.8E+00,232.8E+00,0.0E+00,225.8E+00,225.7E+00,-118.9E+00,239.5E+00,239.5E+00,120.9E+00,4.91E+00,4.88E+00,-45.9E+00,7.84E+00,7.78E+00,-152.9E+00,0.78E+00,0.77E+00,87.1E+00,0.79E+03,1.43E+03,0.15E+03,2.37E+03,1.14E+03,1.77E+03,0.19E+03,3.10E+03,0.83E+03,0.99E+03,0.11E+03,1.98E+03,0.690E+00,0.806E+00,0.821E+00,0.764E+00,1.900E+03,0.000E+03,1.180E+03,0.000E+03,0.00000E+00,0.197E+03,0.000E+03,0.165E+03,0.000E+03,2.37E+03,0.00E+03,1.98E+03,0.00E+03,0.768E+00
