"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",23020800
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2023-04-08 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2023-04-08 00:00:00
2023-04-08 00:05:00,0000:05:00,00000000,50.00E+00,232.2E+00,232.2E+00,0.0E+00,224.0E+00,224.0E+00,-118.4E+00,238.4E+00,238.4E+00,121.4E+00,0.00E+00,0.00E+00,-2.3E+00,6.52E+00,6.45E+00,-162.6E+00,2.72E+00,2.68E+00,95.7E+00,0.00E+03,1.02E+03,0.58E+03,1.60E+03,0.00E+03,1.46E+03,0.65E+03,2.11E+03,0.00E+03,1.02E+03,0.30E+03,1.36E+03,0.000E+99,0.699E+00,0.887E+00,0.757E+00,0.133E+03,0.000E+03,0.113E+03,0.000E+03,0.00000E+00,0.133E+03,0.000E+03,0.113E+03,0.000E+03,1.60E+03,0.00E+03,1.36E+03,0.00E+03,0.763E+00
2023-04-08 00:10:00,0000:10:00,00000000,50.00E+00,232.3E+00,232.2E+00,0.0E+00,224.1E+00,224.0E+00,-118.4E+00,238.7E+00,238.6E+00,121.4E+00,0.00E+00,0.00E+00,-2.3E+00,7.39E+00,7.32E+00,-154.7E+00,2.67E+00,2.63E+00,95.0E+00,0.00E+03,1.29E+03,0.56E+03,1.85E+03,0.00E+03,1.66E+03,0.64E+03,2.29E+03,0.00E+03,0.97E+03,0.30E+03,1.30E+03,0.000E+99,0.781E+00,0.883E+00,0.809E+00,0.288E+03,0.000E+03,0.221E+03,0.000E+03,0.00000E+00,0.154E+03,0.000E+03,0.108E+03,0.000E+03,1.85E+03,0.00E+03,1.30E+03,0.00E+03,0.819E+00
2023-04-08 00:15:00,0000:15:00,00000000,50.00E+00,232.2E+00,232.2E+00,0.0E+00,224.1E+00,224.1E+00,-118.4E+00,238.8E+00,238.7E+00,121.4E+00,2.44E+00,2.43E+00,-46.8E+00,7.38E+00,7.32E+00,-155.0E+00,2.62E+00,2.59E+00,94.6E+00,0.38E+03,1.29E+03,0.55E+03,2.22E+03,0.57E+03,1.65E+03,0.63E+03,2.85E+03,0.42E+03,0.98E+03,0.30E+03,1.73E+03,0.678E+00,0.779E+00,0.881E+00,0.781E+00,0.473E+03,0.000E+03,0.365E+03,0.000E+03,0.00000E+00,0.185E+03,0.000E+03,0.144E+03,0.000E+03,2.22E+03,0.00E+03,1.73E+03,0.00E+03,0.789E+00
2023-04-08 00:20:00,0000:20:00,00000000,50.00E+00,232.3E+00,232.3E+00,0.0E+00,224.3E+00,224.3E+00,-118.5E+00,238.9E+00,238.9E+00,121.4E+00,4.10E+00,4.08E+00,-47.0E+00,7.31E+00,7.25E+00,-156.5E+00,3.11E+00,3.08E+00,88.7E+00,0.65E+03,1.25E+03,0.62E+03,2.51E+03,0.95E+03,1.64E+03,0.74E+03,3.34E+03,0.70E+03,1.00E+03,0.41E+03,2.15E+03,0.677E+00,0.761E+00,0.830E+00,0.753E+00,0.682E+03,0.000E+03,0.544E+03,0.000E+03,0.00000E+00,0.209E+03,0.000E+03,0.179E+03,0.000E+03,2.51E+03,0.00E+03,2.15E+03,0.00E+03,0.760E+00
2023-04-08 00:25:00,0000:25:00,00000000,50.00E+00,232.4E+00,232.3E+00,0.0E+00,224.5E+00,224.4E+00,-118.4E+00,238.6E+00,238.5E+00,121.4E+00,0.00E+00,0.00E+00,-2.3E+00,6.46E+00,6.38E+00,-164.5E+00,3.29E+00,3.26E+00,86.1E+00,0.00E+03,0.98E+03,0.63E+03,1.62E+03,0.00E+03,1.45E+03,0.78E+03,2.23E+03,0.00E+03,1.05E+03,0.46E+03,1.53E+03,0.000E+99,0.678E+00,0.808E+00,0.724E+00,0.817E+03,0.000E+03,0.672E+03,0.000E+03,0.00000E+00,0.135E+03,0.000E+03,0.127E+03,0.000E+03,1.62E+03,0.00E+03,1.53E+03,0.00E+03,0.727E+00
2023-04-08 00:30:00,0000:30:00,00000000,50.01E+00,232.5E+00,232.5E+00,0.0E+00,224.4E+00,224.4E+00,-118.4E+00,238.8E+00,238.7E+00,121.4E+00,0.00E+00,0.00E+00,-2.4E+00,7.28E+00,7.21E+00,-156.3E+00,3.28E+00,3.25E+00,86.0E+00,0.00E+03,1.25E+03,0.63E+03,1.88E+03,0.00E+03,1.63E+03,0.78E+03,2.42E+03,0.00E+03,0.99E+03,0.46E+03,1.48E+03,0.000E+99,0.765E+00,0.808E+00,0.779E+00,0.974E+03,0.000E+03,0.795E+03,0.000E+03,0.00000E+00,0.157E+03,0.000E+03,0.123E+03,0.000E+03,1.88E+03,0.00E+03,1.48E+03,0.00E+03,0.787E+00
2023-04-08 00:35:00,0000:35:00,00000000,49.99E+00,232.6E+00,232.5E+00,0.0E+00,224.3E+00,224.3E+00,-118.5E+00,238.7E+00,238.7E+00,121.4E+00,0.00E+00,0.00E+00,-2.3E+00,7.43E+00,7.36E+00,-155.1E+00,3.31E+00,3.28E+00,86.4E+00,0.00E+03,1.30E+03,0.64E+03,1.94E+03,0.00E+03,1.67E+03,0.79E+03,2.46E+03,0.00E+03,0.99E+03,0.46E+03,1.47E+03,0.000E+99,0.778E+00,0.810E+00,0.789E+00,1.135E+03,0.000E+03,0.917E+03,0.000E+03,0.00000E+00,0.161E+03,0.000E+03,0.122E+03,0.000E+03,1.94E+03,0.00E+03,1.47E+03,0.00E+03,0.797E+00
2023-04-08 00:40:00,0000:40:00,00000000,50.00E+00,232.6E+00,232.6E+00,0.0E+00,224.4E+00,224.3E+00,-118.5E+00,238.8E+00,238.8E+00,121.4E+00,1.57E+00,1.56E+00,-45.4E+00,7.38E+00,7.31E+00,-156.1E+00,3.31E+00,3.28E+00,86.4E+00,0.25E+03,1.27E+03,0.64E+03,2.16E+03,0.37E+03,1.65E+03,0.79E+03,2.81E+03,0.26E+03,1.00E+03,0.46E+03,1.77E+03,0.695E+00,0.766E+00,0.811E+00,0.769E+00,1.315E+03,0.000E+03,1.065E+03,0.000E+03,0.00000E+00,0.180E+03,0.000E+03,0.147E+03,0.000E+03,2.16E+03,0.00E+03,1.77E+03,0.00E+03,0.774E+00
2023-04-08 00:45:00,0000:45:00,00000000,50.00E+00,232.4E+00,232.4E+00,0.0E+00,224.6E+00,224.6E+00,-118.5E+00,239.0E+00,239.0E+00,121.4E+00,4.98E+00,4.95E+00,-47.2E+00,6.26E+00,6.18E+00,-166.9E+00,3.27E+00,3.24E+00,85.6E+00,0.78E+03,0.92E+03,0.63E+03,2.33E+03,1.16E+03,1.41E+03,0.78E+03,3.34E+03,0.85E+03,1.06E+03,0.47E+03,2.40E+03,0.675E+00,0.652E+00,0.804E+00,0.696E+00,1.509E+03,0.000E+03,1.264E+03,0.000E+03,0.00000E+00,0.194E+03,0.000E+03,0.200E+03,0.000E+03,2.33E+03,0.00E+03,2.40E+03,0.00E+03,0.696E+00
