"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",23020800
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2023-02-23 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2023-02-23 00:00:00
2023-02-23 00:05:00,0000:05:00,00000000,49.99E+00,230.1E+00,230.0E+00,0.0E+00,222.9E+00,222.9E+00,-118.9E+00,236.2E+00,236.2E+00,121.0E+00,5.86E+00,5.84E+00,-43.3E+00,4.62E+00,4.59E+00,-142.8E+00,2.72E+00,2.67E+00,88.8E+00,0.98E+03,0.93E+03,0.53E+03,2.44E+03,1.35E+03,1.03E+03,0.64E+03,3.02E+03,0.93E+03,0.43E+03,0.36E+03,1.77E+03,0.724E+00,0.907E+00,0.829E+00,0.809E+00,0.204E+03,0.000E+03,0.147E+03,0.000E+03,0.00000E+00,0.204E+03,0.000E+03,0.147E+03,0.000E+03,2.44E+03,0.00E+03,1.77E+03,0.00E+03,0.810E+00
2023-02-23 00:10:00,0000:10:00,00000000,50.00E+00,230.2E+00,230.1E+00,0.0E+00,223.0E+00,223.0E+00,-118.9E+00,236.3E+00,236.3E+00,121.0E+00,2.22E+00,2.21E+00,-43.6E+00,4.59E+00,4.56E+00,-142.7E+00,3.29E+00,3.24E+00,84.5E+00,0.37E+03,0.93E+03,0.61E+03,1.91E+03,0.51E+03,1.02E+03,0.78E+03,2.31E+03,0.35E+03,0.43E+03,0.48E+03,1.30E+03,0.720E+00,0.907E+00,0.791E+00,0.827E+00,0.363E+03,0.000E+03,0.255E+03,0.000E+03,0.00000E+00,0.159E+03,0.000E+03,0.108E+03,0.000E+03,1.91E+03,0.00E+03,1.30E+03,0.00E+03,0.828E+00
2023-02-23 00:15:00,0000:15:00,00000000,49.99E+00,230.5E+00,230.4E+00,0.0E+00,223.1E+00,223.1E+00,-118.8E+00,236.4E+00,236.4E+00,121.1E+00,0.15E+00,0.15E+00,-39.8E+00,4.74E+00,4.71E+00,-142.8E+00,3.22E+00,3.18E+00,84.7E+00,0.03E+03,0.96E+03,0.60E+03,1.59E+03,0.03E+03,1.06E+03,0.76E+03,1.85E+03,0.02E+03,0.44E+03,0.46E+03,0.95E+03,0.748E+00,0.907E+00,0.793E+00,0.857E+00,0.495E+03,0.000E+03,0.334E+03,0.000E+03,0.00000E+00,0.132E+03,0.000E+03,0.079E+03,0.000E+03,1.59E+03,0.00E+03,0.95E+03,0.00E+03,0.859E+00
2023-02-23 00:20:00,0000:20:00,00000000,50.00E+00,230.2E+00,230.1E+00,0.0E+00,223.0E+00,223.0E+00,-118.9E+00,236.6E+00,236.6E+00,121.0E+00,5.87E+00,5.84E+00,-43.2E+00,4.69E+00,4.66E+00,-142.7E+00,2.78E+00,2.73E+00,88.5E+00,0.98E+03,0.95E+03,0.54E+03,2.47E+03,1.35E+03,1.04E+03,0.66E+03,3.05E+03,0.93E+03,0.44E+03,0.37E+03,1.78E+03,0.725E+00,0.908E+00,0.827E+00,0.809E+00,0.701E+03,0.000E+03,0.483E+03,0.000E+03,0.00000E+00,0.206E+03,0.000E+03,0.149E+03,0.000E+03,2.47E+03,0.00E+03,1.78E+03,0.00E+03,0.811E+00
2023-02-23 00:25:00,0000:25:00,00000000,49.99E+00,230.5E+00,230.5E+00,0.0E+00,223.1E+00,223.1E+00,-118.8E+00,236.4E+00,236.4E+00,121.0E+00,0.47E+00,0.46E+00,-43.6E+00,4.73E+00,4.70E+00,-142.8E+00,3.06E+00,3.01E+00,86.5E+00,0.08E+03,0.95E+03,0.59E+03,1.62E+03,0.11E+03,1.05E+03,0.72E+03,1.88E+03,0.07E+03,0.44E+03,0.42E+03,0.96E+03,0.721E+00,0.906E+00,0.811E+00,0.859E+00,0.836E+03,0.000E+03,0.562E+03,0.000E+03,0.00000E+00,0.135E+03,0.000E+03,0.080E+03,0.000E+03,1.62E+03,0.00E+03,0.96E+03,0.00E+03,0.861E+00
2023-02-23 00:30:00,0000:30:00,00000000,50.01E+00,230.6E+00,230.6E+00,0.0E+00,223.2E+00,223.1E+00,-118.8E+00,236.5E+00,236.4E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,4.56E+00,4.53E+00,-142.6E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.92E+03,0.00E+03,0.92E+03,0.00E+03,1.02E+03,0.00E+03,1.02E+03,0.00E+03,0.42E+03,0.00E+03,0.42E+03,0.000E+99,0.908E+00,0.000E+99,0.908E+00,0.913E+03,0.000E+03,0.598E+03,-0.000E+03,0.00000E+00,0.077E+03,0.000E+03,0.035E+03,-0.000E+03,0.92E+03,0.00E+03,0.42E+03,-0.00E+03,0.909E+00
2023-02-23 00:35:00,0000:35:00,00000000,50.00E+00,230.3E+00,230.3E+00,0.0E+00,223.1E+00,223.1E+00,-118.9E+00,236.6E+00,236.6E+00,121.0E+00,5.17E+00,5.14E+00,-43.2E+00,4.55E+00,4.52E+00,-142.7E+00,2.07E+00,2.04E+00,88.8E+00,0.86E+03,0.92E+03,0.41E+03,2.19E+03,1.19E+03,1.01E+03,0.49E+03,2.69E+03,0.82E+03,0.42E+03,0.27E+03,1.55E+03,0.725E+00,0.906E+00,0.831E+00,0.812E+00,1.095E+03,0.000E+03,0.727E+03,-0.000E+03,0.00000E+00,0.182E+03,0.000E+03,0.129E+03,0.000E+03,2.19E+03,0.00E+03,1.55E+03,0.00E+03,0.816E+00
2023-02-23 00:40:00,0000:40:00,00000000,50.00E+00,230.4E+00,230.3E+00,0.0E+00,223.1E+00,223.0E+00,-118.8E+00,236.3E+00,236.2E+00,121.0E+00,1.46E+00,1.45E+00,-43.5E+00,4.71E+00,4.68E+00,-142.6E+00,3.26E+00,3.21E+00,88.0E+00,0.24E+03,0.95E+03,0.64E+03,1.83E+03,0.34E+03,1.05E+03,0.77E+03,2.16E+03,0.23E+03,0.44E+03,0.44E+03,1.13E+03,0.721E+00,0.908E+00,0.824E+00,0.849E+00,1.248E+03,0.000E+03,0.821E+03,-0.000E+03,0.00000E+00,0.153E+03,0.000E+03,0.094E+03,0.000E+03,1.83E+03,0.00E+03,1.13E+03,0.00E+03,0.851E+00
2023-02-23 00:45:00,0000:45:00,00000000,50.00E+00,230.4E+00,230.4E+00,0.0E+00,223.0E+00,222.9E+00,-118.9E+00,236.1E+00,236.1E+00,121.1E+00,0.00E+00,0.00E+00,-2.3E+00,5.05E+00,5.02E+00,-140.1E+00,3.34E+00,3.29E+00,86.3E+00,0.00E+03,1.03E+03,0.64E+03,1.67E+03,0.00E+03,1.12E+03,0.79E+03,1.91E+03,0.00E+03,0.42E+03,0.46E+03,0.91E+03,0.000E+99,0.920E+00,0.808E+00,0.874E+00,1.387E+03,0.000E+03,0.897E+03,-0.000E+03,0.00000E+00,0.139E+03,0.000E+03,0.076E+03,0.000E+03,1.67E+03,0.00E+03,0.91E+03,0.00E+03,0.878E+00
2023-02-23 00:50:00,0000:50:00,00000000,50.01E+00,230.3E+00,230.2E+00,0.0E+00,222.8E+00,222.8E+00,-119.0E+00,236.7E+00,236.6E+00,121.0E+00,5.09E+00,5.06E+00,-43.1E+00,10.57E+00,10.57E+00,-115.3E+00,3.37E+00,3.33E+00,84.8E+00,0.85E+03,2.35E+03,0.63E+03,3.83E+03,1.17E+03,2.36E+03,0.80E+03,4.33E+03,0.81E+03,-0.17E+03,0.48E+03,1.99E+03,0.725E+00,-0.997E+00,0.795E+00,0.886E+00,1.706E+03,0.000E+03,1.063E+03,-0.000E+03,0.00000E+00,0.319E+03,0.000E+03,0.166E+03,0.000E+03,3.83E+03,0.00E+03,1.99E+03,0.00E+03,0.887E+00
2023-02-23 00:55:00,0000:55:00,00000000,50.00E+00,230.6E+00,230.6E+00,0.0E+00,222.9E+00,222.9E+00,-119.0E+00,236.7E+00,236.6E+00,121.0E+00,1.13E+00,1.13E+00,-43.6E+00,10.46E+00,10.46E+00,-115.0E+00,3.00E+00,2.95E+00,87.3E+00,0.19E+03,2.33E+03,0.58E+03,3.09E+03,0.26E+03,2.33E+03,0.71E+03,3.30E+03,0.18E+03,-0.18E+03,0.41E+03,1.12E+03,0.721E+00,-0.997E+00,0.816E+00,0.936E+00,1.964E+03,0.000E+03,1.156E+03,-0.000E+03,0.00000E+00,0.258E+03,0.000E+03,0.093E+03,0.000E+03,3.09E+03,0.00E+03,1.12E+03,0.00E+03,0.941E+00
2023-02-23 01:00:00,0001:00:00,00000000,50.01E+00,230.8E+00,230.7E+00,0.0E+00,223.3E+00,223.2E+00,-118.9E+00,236.6E+00,236.5E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,6.62E+00,6.60E+00,-128.4E+00,2.75E+00,2.70E+00,89.2E+00,0.00E+03,1.43E+03,0.54E+03,1.97E+03,0.00E+03,1.48E+03,0.65E+03,2.13E+03,0.00E+03,0.25E+03,0.36E+03,0.78E+03,0.000E+99,0.966E+00,0.833E+00,0.925E+00,2.128E+03,0.000E+03,1.221E+03,-0.000E+03,0.00000E+00,0.164E+03,0.000E+03,0.065E+03,0.000E+03,1.97E+03,0.00E+03,0.78E+03,0.00E+03,0.929E+00
2023-02-23 01:05:00,0001:05:00,00000000,50.00E+00,230.7E+00,230.6E+00,0.0E+00,223.2E+00,223.1E+00,-118.9E+00,236.9E+00,236.8E+00,121.0E+00,4.07E+00,4.05E+00,-43.1E+00,10.36E+00,10.30E+00,-139.2E+00,2.75E+00,2.70E+00,88.9E+00,0.68E+03,2.16E+03,0.54E+03,3.38E+03,0.94E+03,2.31E+03,0.65E+03,3.90E+03,0.65E+03,0.83E+03,0.36E+03,1.94E+03,0.726E+00,0.933E+00,0.830E+00,0.866E+00,2.409E+03,0.000E+03,1.383E+03,-0.000E+03,0.00000E+00,0.281E+03,0.000E+03,0.162E+03,0.000E+03,3.38E+03,0.00E+03,1.94E+03,0.00E+03,0.867E+00
