"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",23020800
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2023-05-01 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2023-05-01 00:00:00
2023-05-01 00:05:00,0000:05:00,00000000,50.02E+00,229.7E+00,229.7E+00,0.0E+00,222.1E+00,222.0E+00,-118.7E+00,235.7E+00,235.6E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,6.84E+00,6.76E+00,-158.2E+00,1.50E+00,1.45E+00,103.5E+00,0.00E+03,1.13E+03,0.33E+03,1.46E+03,0.00E+03,1.52E+03,0.35E+03,1.87E+03,0.00E+03,0.96E+03,0.14E+03,1.12E+03,0.000E+99,0.744E+00,0.922E+00,0.778E+00,0.121E+03,0.000E+03,0.094E+03,0.000E+03,0.00000E+00,0.121E+03,0.000E+03,0.094E+03,0.000E+03,1.46E+03,0.00E+03,1.12E+03,0.00E+03,0.791E+00
2023-05-01 00:10:00,0000:10:00,00000000,49.99E+00,229.5E+00,229.5E+00,0.0E+00,222.1E+00,222.0E+00,-118.7E+00,235.7E+00,235.7E+00,120.9E+00,3.80E+00,3.78E+00,-41.5E+00,6.88E+00,6.80E+00,-158.3E+00,2.65E+00,2.58E+00,98.2E+00,0.65E+03,1.14E+03,0.56E+03,2.34E+03,0.87E+03,1.53E+03,0.63E+03,3.03E+03,0.58E+03,0.97E+03,0.28E+03,1.88E+03,0.744E+00,0.744E+00,0.891E+00,0.774E+00,0.317E+03,0.000E+03,0.250E+03,0.000E+03,0.00000E+00,0.195E+03,0.000E+03,0.157E+03,0.000E+03,2.34E+03,0.00E+03,1.88E+03,0.00E+03,0.780E+00
2023-05-01 00:15:00,0000:15:00,00000000,50.00E+00,230.4E+00,230.4E+00,0.0E+00,222.9E+00,222.9E+00,-118.7E+00,236.6E+00,236.5E+00,120.9E+00,3.18E+00,3.17E+00,-43.2E+00,6.98E+00,6.90E+00,-159.2E+00,3.04E+00,2.96E+00,91.1E+00,0.53E+03,1.14E+03,0.61E+03,2.27E+03,0.73E+03,1.55E+03,0.72E+03,3.00E+03,0.50E+03,1.00E+03,0.39E+03,1.94E+03,0.725E+00,0.732E+00,0.844E+00,0.757E+00,0.506E+03,0.000E+03,0.411E+03,0.000E+03,0.00000E+00,0.189E+03,0.000E+03,0.161E+03,0.000E+03,2.27E+03,0.00E+03,1.94E+03,0.00E+03,0.761E+00
2023-05-01 00:20:00,0000:20:00,00000000,49.99E+00,232.1E+00,232.0E+00,0.0E+00,224.2E+00,224.1E+00,-118.7E+00,237.9E+00,237.9E+00,120.9E+00,0.00E+00,0.00E+00,-2.3E+00,7.13E+00,7.06E+00,-159.7E+00,2.91E+00,2.85E+00,89.6E+00,0.00E+03,1.17E+03,0.58E+03,1.74E+03,0.00E+03,1.60E+03,0.69E+03,2.29E+03,0.00E+03,1.04E+03,0.38E+03,1.45E+03,0.000E+99,0.729E+00,0.836E+00,0.761E+00,0.651E+03,0.000E+03,0.532E+03,0.000E+03,0.00000E+00,0.145E+03,0.000E+03,0.121E+03,0.000E+03,1.75E+03,0.00E+03,1.45E+03,0.00E+03,0.770E+00
2023-05-01 00:25:00,0000:25:00,00000000,50.00E+00,232.3E+00,232.2E+00,0.0E+00,223.8E+00,223.8E+00,-118.8E+00,238.3E+00,238.3E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,13.77E+00,13.74E+00,-132.6E+00,2.89E+00,2.84E+00,89.2E+00,0.00E+03,2.96E+03,0.57E+03,3.54E+03,0.00E+03,3.08E+03,0.69E+03,3.77E+03,0.00E+03,0.75E+03,0.38E+03,1.29E+03,0.000E+99,0.962E+00,0.833E+00,0.939E+00,0.946E+03,0.000E+03,0.640E+03,0.000E+03,0.00000E+00,0.295E+03,0.000E+03,0.108E+03,0.000E+03,3.54E+03,0.00E+03,1.29E+03,0.00E+03,0.939E+00
2023-05-01 00:30:00,0000:30:00,00000000,50.00E+00,232.0E+00,232.0E+00,0.0E+00,224.1E+00,224.1E+00,-118.9E+00,238.6E+00,238.6E+00,120.9E+00,5.47E+00,5.44E+00,-43.4E+00,11.25E+00,11.25E+00,-117.9E+00,2.89E+00,2.83E+00,89.0E+00,0.92E+03,2.52E+03,0.57E+03,4.01E+03,1.27E+03,2.52E+03,0.69E+03,4.48E+03,0.88E+03,-0.08E+03,0.38E+03,1.99E+03,0.721E+00,-0.999E+00,0.831E+00,0.895E+00,1.280E+03,0.000E+03,0.805E+03,0.000E+03,0.00000E+00,0.334E+03,0.000E+03,0.166E+03,0.000E+03,4.01E+03,0.00E+03,1.99E+03,0.00E+03,0.896E+00
2023-05-01 00:35:00,0000:35:00,00000000,50.00E+00,232.3E+00,232.2E+00,0.0E+00,224.7E+00,224.6E+00,-118.7E+00,238.4E+00,238.4E+00,121.0E+00,1.28E+00,1.27E+00,-43.0E+00,3.70E+00,3.69E+00,-119.3E+00,3.40E+00,3.33E+00,88.2E+00,0.22E+03,0.83E+03,0.67E+03,1.71E+03,0.30E+03,0.83E+03,0.81E+03,1.94E+03,0.20E+03,0.01E+03,0.46E+03,0.90E+03,0.727E+00,0.996E+00,0.821E+00,0.882E+00,1.423E+03,0.000E+03,0.881E+03,0.000E+03,0.00000E+00,0.142E+03,0.000E+03,0.075E+03,0.000E+03,1.71E+03,0.00E+03,0.90E+03,0.00E+03,0.884E+00
2023-05-01 00:40:00,0000:40:00,00000000,50.00E+00,232.4E+00,232.4E+00,0.0E+00,224.8E+00,224.8E+00,-118.7E+00,238.4E+00,238.4E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,2.24E+00,2.22E+00,-124.0E+00,3.29E+00,3.23E+00,86.6E+00,0.00E+03,0.50E+03,0.64E+03,1.13E+03,0.00E+03,0.50E+03,0.79E+03,1.29E+03,0.00E+03,0.08E+03,0.46E+03,0.62E+03,0.000E+99,0.987E+00,0.809E+00,0.879E+00,1.517E+03,0.000E+03,0.932E+03,0.000E+03,0.00000E+00,0.094E+03,0.000E+03,0.051E+03,0.000E+03,1.13E+03,0.00E+03,0.62E+03,0.00E+03,0.879E+00
2023-05-01 00:45:00,0000:45:00,00000000,50.00E+00,232.3E+00,232.3E+00,0.0E+00,224.8E+00,224.7E+00,-118.8E+00,238.5E+00,238.5E+00,121.0E+00,2.04E+00,2.02E+00,-43.0E+00,2.25E+00,2.23E+00,-123.7E+00,3.25E+00,3.19E+00,86.1E+00,0.34E+03,0.50E+03,0.62E+03,1.46E+03,0.47E+03,0.50E+03,0.78E+03,1.75E+03,0.33E+03,0.08E+03,0.46E+03,0.95E+03,0.725E+00,0.988E+00,0.804E+00,0.836E+00,1.639E+03,0.000E+03,1.011E+03,0.000E+03,0.00000E+00,0.122E+03,0.000E+03,0.079E+03,0.000E+03,1.46E+03,0.00E+03,0.95E+03,0.00E+03,0.838E+00
