"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",22092900
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2022-10-27 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2022-10-27 00:00:00
2022-10-27 00:05:00,0000:05:00,00000000,49.97E+00,232.4E+00,232.4E+00,0.0E+00,225.5E+00,225.4E+00,-118.9E+00,238.4E+00,238.3E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,1.55E+00,1.54E+00,-145.2E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.31E+03,0.00E+03,0.31E+03,0.00E+03,0.35E+03,0.00E+03,0.35E+03,0.00E+03,0.16E+03,0.00E+03,0.16E+03,0.000E+99,0.889E+00,0.000E+99,0.889E+00,0.026E+03,0.000E+03,0.013E+03,0.000E+03,0.00000E+00,0.026E+03,0.000E+03,0.013E+03,0.000E+03,0.31E+03,0.00E+03,0.16E+03,0.00E+03,0.890E+00
2022-10-27 00:10:00,0000:10:00,00000000,50.00E+00,232.4E+00,232.4E+00,0.0E+00,225.4E+00,225.3E+00,-118.9E+00,238.4E+00,238.3E+00,120.8E+00,0.00E+00,0.00E+00,-2.4E+00,3.48E+00,3.45E+00,-144.5E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.70E+03,0.00E+03,0.70E+03,0.00E+03,0.78E+03,0.00E+03,0.78E+03,0.00E+03,0.35E+03,0.00E+03,0.35E+03,0.000E+99,0.893E+00,0.000E+99,0.893E+00,0.084E+03,0.000E+03,0.042E+03,-0.000E+03,0.00000E+00,0.058E+03,0.000E+03,0.029E+03,-0.000E+03,0.70E+03,0.00E+03,0.35E+03,-0.00E+03,0.894E+00
2022-10-27 00:15:00,0000:15:00,00000000,49.99E+00,232.5E+00,232.5E+00,0.0E+00,225.6E+00,225.6E+00,-118.9E+00,238.4E+00,238.3E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,1.17E+00,1.16E+00,-143.9E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.24E+03,0.00E+03,0.24E+03,0.00E+03,0.26E+03,0.00E+03,0.26E+03,0.00E+03,0.12E+03,0.00E+03,0.12E+03,0.000E+99,0.893E+00,0.000E+99,0.893E+00,0.104E+03,0.000E+03,0.052E+03,-0.000E+03,0.00000E+00,0.020E+03,0.000E+03,0.010E+03,-0.000E+03,0.23E+03,0.00E+03,0.12E+03,-0.00E+03,0.896E+00
2022-10-27 00:20:00,0000:20:00,00000000,50.03E+00,232.6E+00,232.6E+00,0.0E+00,225.8E+00,225.7E+00,-118.9E+00,238.7E+00,238.6E+00,120.8E+00,0.99E+00,0.99E+00,-41.2E+00,2.36E+00,2.34E+00,-144.6E+00,0.00E+00,0.00E+00,-2.5E+00,0.17E+03,0.48E+03,0.00E+03,0.65E+03,0.23E+03,0.53E+03,0.00E+03,0.76E+03,0.15E+03,0.24E+03,0.00E+03,0.39E+03,0.745E+00,0.894E+00,0.000E+99,0.849E+00,0.158E+03,0.000E+03,0.085E+03,-0.000E+03,0.00000E+00,0.054E+03,0.000E+03,0.033E+03,0.000E+03,0.65E+03,0.00E+03,0.39E+03,0.00E+03,0.856E+00
2022-10-27 00:25:00,0000:25:00,00000000,50.02E+00,232.3E+00,232.3E+00,0.0E+00,225.7E+00,225.6E+00,-119.0E+00,238.9E+00,238.8E+00,120.8E+00,5.68E+00,5.65E+00,-43.2E+00,3.50E+00,3.47E+00,-144.7E+00,0.00E+00,0.00E+00,-2.5E+00,0.96E+03,0.70E+03,0.00E+03,1.66E+03,1.32E+03,0.79E+03,0.00E+03,2.11E+03,0.91E+03,0.35E+03,0.00E+03,1.29E+03,0.724E+00,0.893E+00,0.000E+99,0.787E+00,0.296E+03,0.000E+03,0.192E+03,-0.000E+03,0.00000E+00,0.138E+03,0.000E+03,0.107E+03,0.000E+03,1.66E+03,0.00E+03,1.29E+03,0.00E+03,0.790E+00
2022-10-27 00:30:00,0000:30:00,00000000,49.99E+00,232.4E+00,232.4E+00,0.0E+00,226.0E+00,225.9E+00,-118.9E+00,238.8E+00,238.7E+00,120.9E+00,2.28E+00,2.27E+00,-43.9E+00,0.00E+00,0.00E+00,-123.1E+00,1.26E+00,1.23E+00,96.4E+00,0.38E+03,0.00E+03,0.27E+03,0.65E+03,0.53E+03,0.00E+03,0.30E+03,0.83E+03,0.37E+03,0.00E+03,0.14E+03,0.51E+03,0.717E+00,0.991E+00,0.883E+00,0.777E+00,0.349E+03,0.000E+03,0.234E+03,-0.000E+03,0.00000E+00,0.054E+03,0.000E+03,0.042E+03,-0.000E+03,0.65E+03,0.00E+03,0.51E+03,-0.00E+03,0.785E+00
2022-10-27 00:35:00,0000:35:00,00000000,50.00E+00,232.6E+00,232.6E+00,0.0E+00,225.7E+00,225.7E+00,-118.9E+00,238.6E+00,238.6E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,3.52E+00,3.50E+00,-144.7E+00,2.62E+00,2.55E+00,93.3E+00,0.00E+03,0.71E+03,0.54E+03,1.25E+03,0.00E+03,0.79E+03,0.62E+03,1.42E+03,0.00E+03,0.36E+03,0.32E+03,0.68E+03,0.000E+99,0.892E+00,0.861E+00,0.878E+00,0.453E+03,0.000E+03,0.291E+03,-0.000E+03,0.00000E+00,0.104E+03,0.000E+03,0.056E+03,0.000E+03,1.24E+03,0.00E+03,0.67E+03,0.00E+03,0.879E+00
2022-10-27 00:40:00,0000:40:00,00000000,50.02E+00,232.6E+00,232.5E+00,0.0E+00,225.6E+00,225.6E+00,-118.9E+00,238.6E+00,238.6E+00,120.9E+00,0.00E+00,0.00E+00,-2.5E+00,3.46E+00,3.44E+00,-144.4E+00,0.67E+00,0.65E+00,96.4E+00,0.00E+03,0.70E+03,0.14E+03,0.84E+03,0.00E+03,0.78E+03,0.16E+03,0.94E+03,0.00E+03,0.35E+03,0.08E+03,0.42E+03,0.000E+99,0.895E+00,0.876E+00,0.891E+00,0.523E+03,0.000E+03,0.326E+03,-0.000E+03,0.00000E+00,0.070E+03,0.000E+03,0.035E+03,-0.000E+03,0.84E+03,0.00E+03,0.42E+03,-0.00E+03,0.893E+00
2022-10-27 00:45:00,0000:45:00,00000000,50.01E+00,232.4E+00,232.4E+00,0.0E+00,225.8E+00,225.8E+00,-118.9E+00,238.8E+00,238.7E+00,120.9E+00,1.74E+00,1.73E+00,-42.3E+00,0.07E+00,0.07E+00,-152.1E+00,0.00E+00,0.00E+00,-2.4E+00,0.30E+03,0.01E+03,0.00E+03,0.31E+03,0.40E+03,0.02E+03,0.00E+03,0.42E+03,0.27E+03,0.01E+03,0.00E+03,0.28E+03,0.734E+00,0.827E+00,0.000E+99,0.737E+00,0.549E+03,0.000E+03,0.349E+03,-0.000E+03,0.00000E+00,0.026E+03,0.000E+03,0.024E+03,0.000E+03,0.31E+03,0.00E+03,0.28E+03,0.00E+03,0.738E+00
