"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",22092900
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2022-12-07 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2022-12-07 00:00:00
2022-12-07 00:05:00,0000:05:00,00000000,49.99E+00,234.0E+00,234.0E+00,0.0E+00,224.8E+00,224.8E+00,-118.8E+00,239.2E+00,239.2E+00,121.2E+00,0.00E+00,0.00E+00,-2.4E+00,6.24E+00,6.15E+00,-168.9E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.88E+03,0.00E+03,0.88E+03,0.00E+03,1.40E+03,0.00E+03,1.40E+03,0.00E+03,1.08E+03,0.00E+03,1.08E+03,0.000E+99,0.627E+00,0.000E+99,0.627E+00,0.073E+03,0.000E+03,0.090E+03,0.000E+03,0.00000E+00,0.073E+03,0.000E+03,0.090E+03,0.000E+03,0.88E+03,0.00E+03,1.08E+03,0.00E+03,0.631E+00
2022-12-07 00:10:00,0000:10:00,00000000,50.00E+00,233.9E+00,233.8E+00,0.0E+00,225.0E+00,225.0E+00,-118.9E+00,239.3E+00,239.3E+00,121.2E+00,0.03E+00,0.03E+00,-35.5E+00,2.22E+00,2.20E+00,-123.2E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.49E+03,0.00E+03,0.50E+03,0.01E+03,0.50E+03,0.00E+03,0.51E+03,0.01E+03,0.07E+03,0.00E+03,0.08E+03,0.685E+00,0.989E+00,0.000E+99,0.985E+00,0.115E+03,0.000E+03,0.097E+03,0.000E+03,0.00000E+00,0.042E+03,0.000E+03,0.007E+03,0.000E+03,0.50E+03,0.00E+03,0.08E+03,0.00E+03,0.988E+00
2022-12-07 00:15:00,0000:15:00,00000000,50.00E+00,234.0E+00,233.9E+00,0.0E+00,225.1E+00,225.1E+00,-118.9E+00,239.3E+00,239.3E+00,121.2E+00,0.00E+00,0.00E+00,-2.4E+00,2.22E+00,2.21E+00,-122.8E+00,0.68E+00,0.67E+00,93.9E+00,0.00E+03,0.49E+03,0.14E+03,0.64E+03,0.00E+03,0.50E+03,0.16E+03,0.66E+03,0.00E+03,0.07E+03,0.08E+03,0.16E+03,0.000E+99,0.990E+00,0.876E+00,0.962E+00,0.168E+03,0.000E+03,0.110E+03,0.000E+03,0.00000E+00,0.053E+03,0.000E+03,0.013E+03,0.000E+03,0.64E+03,0.00E+03,0.16E+03,0.00E+03,0.970E+00
2022-12-07 00:20:00,0000:20:00,00000000,50.00E+00,233.9E+00,233.9E+00,0.0E+00,225.2E+00,225.1E+00,-118.9E+00,239.0E+00,238.9E+00,121.3E+00,0.00E+00,0.00E+00,-2.3E+00,2.22E+00,2.20E+00,-122.6E+00,3.46E+00,3.42E+00,93.7E+00,0.00E+03,0.49E+03,0.72E+03,1.22E+03,0.00E+03,0.50E+03,0.83E+03,1.33E+03,0.00E+03,0.07E+03,0.40E+03,0.53E+03,0.000E+99,0.990E+00,0.875E+00,0.918E+00,0.270E+03,0.000E+03,0.154E+03,0.000E+03,0.00000E+00,0.102E+03,0.000E+03,0.044E+03,0.000E+03,1.22E+03,0.00E+03,0.53E+03,0.00E+03,0.918E+00
2022-12-07 00:25:00,0000:25:00,00000000,50.00E+00,234.0E+00,234.0E+00,0.0E+00,225.2E+00,225.2E+00,-118.9E+00,239.2E+00,239.2E+00,121.2E+00,0.00E+00,0.00E+00,-2.4E+00,2.22E+00,2.20E+00,-122.6E+00,1.67E+00,1.65E+00,93.4E+00,0.00E+03,0.49E+03,0.35E+03,0.84E+03,0.00E+03,0.50E+03,0.40E+03,0.90E+03,0.00E+03,0.07E+03,0.20E+03,0.29E+03,0.000E+99,0.990E+00,0.872E+00,0.938E+00,0.340E+03,0.000E+03,0.178E+03,0.000E+03,0.00000E+00,0.070E+03,0.000E+03,0.024E+03,0.000E+03,0.84E+03,0.00E+03,0.29E+03,0.00E+03,0.944E+00
2022-12-07 00:30:00,0000:30:00,00000000,50.00E+00,234.2E+00,234.2E+00,0.0E+00,225.4E+00,225.3E+00,-118.9E+00,239.6E+00,239.6E+00,121.2E+00,0.00E+00,0.00E+00,-2.4E+00,2.22E+00,2.20E+00,-122.5E+00,0.01E+00,0.01E+00,116.3E+00,0.00E+03,0.50E+03,0.00E+03,0.50E+03,0.00E+03,0.50E+03,0.00E+03,0.50E+03,0.00E+03,0.07E+03,0.00E+03,0.07E+03,0.000E+99,0.990E+00,0.975E+00,0.990E+00,0.381E+03,0.000E+03,0.184E+03,0.000E+03,0.00000E+00,0.041E+03,0.000E+03,0.006E+03,0.000E+03,0.50E+03,0.00E+03,0.07E+03,0.00E+03,0.990E+00
2022-12-07 00:35:00,0000:35:00,00000000,50.00E+00,234.2E+00,234.2E+00,0.0E+00,225.4E+00,225.3E+00,-118.9E+00,239.6E+00,239.6E+00,121.2E+00,0.00E+00,0.00E+00,-2.3E+00,2.22E+00,2.20E+00,-122.4E+00,0.00E+00,0.00E+00,-2.3E+00,0.00E+03,0.49E+03,0.00E+03,0.49E+03,0.00E+03,0.50E+03,0.00E+03,0.50E+03,0.00E+03,0.07E+03,0.00E+03,0.07E+03,0.000E+99,0.990E+00,0.000E+99,0.990E+00,0.423E+03,0.000E+03,0.190E+03,0.000E+03,0.00000E+00,0.041E+03,0.000E+03,0.006E+03,0.000E+03,0.49E+03,0.00E+03,0.07E+03,0.00E+03,0.990E+00
2022-12-07 00:40:00,0000:40:00,00000000,50.01E+00,234.0E+00,234.0E+00,0.0E+00,225.2E+00,225.1E+00,-118.9E+00,239.4E+00,239.4E+00,121.2E+00,1.04E+00,1.04E+00,-42.3E+00,3.73E+00,3.72E+00,-120.1E+00,0.00E+00,0.00E+00,-2.4E+00,0.18E+03,0.83E+03,0.00E+03,1.01E+03,0.24E+03,0.84E+03,0.00E+03,1.08E+03,0.17E+03,0.04E+03,0.00E+03,0.35E+03,0.732E+00,0.995E+00,0.000E+99,0.936E+00,0.507E+03,0.000E+03,0.219E+03,0.000E+03,0.00000E+00,0.084E+03,0.000E+03,0.029E+03,0.000E+03,1.01E+03,0.00E+03,0.35E+03,0.00E+03,0.946E+00
2022-12-07 00:45:00,0000:45:00,00000000,50.00E+00,233.8E+00,233.8E+00,0.0E+00,224.8E+00,224.7E+00,-119.1E+00,239.6E+00,239.6E+00,121.1E+00,5.81E+00,5.78E+00,-43.0E+00,11.28E+00,11.27E+00,-117.8E+00,2.83E+00,2.80E+00,91.0E+00,0.99E+03,2.53E+03,0.58E+03,4.10E+03,1.36E+03,2.53E+03,0.68E+03,4.57E+03,0.93E+03,-0.09E+03,0.35E+03,2.02E+03,0.727E+00,-0.999E+00,0.854E+00,0.897E+00,0.849E+03,0.000E+03,0.388E+03,0.000E+03,0.00000E+00,0.342E+03,0.000E+03,0.169E+03,0.000E+03,4.10E+03,0.00E+03,2.02E+03,0.00E+03,0.897E+00
