"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",22092900
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2022-10-19 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2022-10-19 00:00:00
2022-10-19 00:05:00,0000:05:00,00000000,49.97E+00,232.0E+00,232.0E+00,0.0E+00,224.5E+00,224.5E+00,-118.7E+00,236.5E+00,236.5E+00,120.8E+00,0.00E+00,0.00E+00,-2.3E+00,3.81E+00,3.78E+00,-143.8E+00,15.86E+00,15.80E+00,126.7E+00,0.00E+03,0.77E+03,3.71E+03,4.48E+03,0.00E+03,0.85E+03,3.75E+03,4.60E+03,0.00E+03,0.38E+03,-0.49E+03,0.40E+03,0.000E+99,0.896E+00,-0.990E+00,-0.973E+00,0.373E+03,0.000E+03,0.058E+03,-0.024E+03,0.00000E+00,0.373E+03,0.000E+03,0.058E+03,-0.024E+03,4.48E+03,0.00E+03,0.69E+03,-0.29E+03,0.988E+00
2022-10-19 00:10:00,0000:10:00,00000000,50.00E+00,231.8E+00,231.8E+00,0.0E+00,224.6E+00,224.5E+00,-118.8E+00,237.4E+00,237.4E+00,120.9E+00,0.00E+00,0.00E+00,-2.3E+00,0.00E+00,0.00E+00,-2.3E+00,3.90E+00,3.68E+00,147.7E+00,0.00E+03,0.00E+03,0.78E+03,0.78E+03,0.00E+03,0.00E+03,0.93E+03,0.93E+03,0.00E+03,0.00E+03,-0.50E+03,-0.50E+03,0.000E+99,0.000E+99,-0.843E+00,-0.843E+00,0.438E+03,0.000E+03,0.058E+03,-0.066E+03,0.00000E+00,0.065E+03,0.000E+03,0.000E+03,-0.041E+03,0.78E+03,0.00E+03,0.00E+03,-0.50E+03,1.000E+00
2022-10-19 00:15:00,0000:15:00,00000000,50.00E+00,232.0E+00,231.9E+00,0.0E+00,224.4E+00,224.4E+00,-118.8E+00,237.6E+00,237.5E+00,120.9E+00,0.00E+00,0.00E+00,-2.3E+00,3.75E+00,3.72E+00,-143.9E+00,3.95E+00,3.74E+00,144.0E+00,0.00E+03,0.75E+03,0.81E+03,1.56E+03,0.00E+03,0.84E+03,0.94E+03,1.78E+03,0.00E+03,0.37E+03,-0.46E+03,0.31E+03,0.000E+99,0.897E+00,-0.865E+00,0.880E+00,0.569E+03,0.000E+03,0.106E+03,-0.088E+03,0.00000E+00,0.130E+03,0.000E+03,0.048E+03,-0.022E+03,1.56E+03,0.00E+03,0.57E+03,-0.26E+03,0.939E+00
2022-10-19 00:20:00,0000:20:00,00000000,50.00E+00,232.1E+00,232.1E+00,0.0E+00,224.7E+00,224.7E+00,-118.9E+00,237.7E+00,237.7E+00,120.9E+00,0.61E+00,0.60E+00,-41.2E+00,1.90E+00,1.88E+00,-143.9E+00,3.99E+00,3.78E+00,135.6E+00,0.10E+03,0.38E+03,0.87E+03,1.35E+03,0.14E+03,0.43E+03,0.95E+03,1.51E+03,0.10E+03,0.19E+03,-0.38E+03,0.07E+03,0.728E+00,0.895E+00,-0.918E+00,0.894E+00,0.681E+03,0.000E+03,0.137E+03,-0.113E+03,0.00000E+00,0.113E+03,0.000E+03,0.031E+03,-0.025E+03,1.35E+03,0.00E+03,0.37E+03,-0.30E+03,0.965E+00
2022-10-19 00:25:00,0000:25:00,00000000,49.99E+00,232.1E+00,232.1E+00,0.0E+00,224.7E+00,224.7E+00,-118.9E+00,238.0E+00,237.9E+00,120.9E+00,2.35E+00,2.31E+00,-40.9E+00,1.87E+00,1.86E+00,-144.8E+00,3.99E+00,3.78E+00,135.6E+00,0.40E+03,0.38E+03,0.87E+03,1.64E+03,0.55E+03,0.42E+03,0.95E+03,1.91E+03,0.37E+03,0.19E+03,-0.38E+03,0.62E+03,0.727E+00,0.893E+00,-0.918E+00,0.858E+00,0.818E+03,0.000E+03,0.203E+03,-0.127E+03,0.00000E+00,0.137E+03,0.000E+03,0.066E+03,-0.014E+03,1.64E+03,0.00E+03,0.79E+03,-0.17E+03,0.901E+00
2022-10-19 00:30:00,0000:30:00,00000000,50.00E+00,231.8E+00,231.7E+00,0.0E+00,224.2E+00,224.1E+00,-118.8E+00,237.7E+00,237.6E+00,121.0E+00,2.15E+00,2.13E+00,-41.2E+00,3.62E+00,3.60E+00,-143.7E+00,4.00E+00,3.79E+00,135.6E+00,0.37E+03,0.73E+03,0.87E+03,1.97E+03,0.50E+03,0.81E+03,0.95E+03,2.26E+03,0.34E+03,0.35E+03,-0.38E+03,0.82E+03,0.734E+00,0.900E+00,-0.918E+00,0.871E+00,0.982E+03,0.000E+03,0.282E+03,-0.138E+03,0.00000E+00,0.164E+03,0.000E+03,0.080E+03,-0.011E+03,1.97E+03,0.00E+03,0.96E+03,-0.14E+03,0.900E+00
2022-10-19 00:35:00,0000:35:00,00000000,50.00E+00,231.6E+00,231.5E+00,0.0E+00,224.3E+00,224.3E+00,-118.8E+00,237.5E+00,237.4E+00,121.1E+00,2.01E+00,1.97E+00,-41.2E+00,0.00E+00,0.00E+00,-2.4E+00,4.16E+00,3.95E+00,133.2E+00,0.34E+03,0.00E+03,0.91E+03,1.25E+03,0.46E+03,0.00E+03,0.99E+03,1.45E+03,0.32E+03,0.00E+03,-0.33E+03,0.22E+03,0.729E+00,0.000E+99,-0.921E+00,0.860E+00,1.086E+03,0.000E+03,0.321E+03,-0.159E+03,0.00000E+00,0.104E+03,0.000E+03,0.039E+03,-0.021E+03,1.25E+03,0.00E+03,0.47E+03,-0.25E+03,0.935E+00
2022-10-19 00:40:00,0000:40:00,00000000,50.00E+00,231.6E+00,231.6E+00,0.0E+00,224.0E+00,223.9E+00,-118.9E+00,237.4E+00,237.3E+00,120.9E+00,1.67E+00,1.65E+00,-41.1E+00,8.70E+00,8.70E+00,-115.3E+00,5.91E+00,5.75E+00,107.5E+00,0.28E+03,1.94E+03,1.33E+03,3.55E+03,0.39E+03,1.95E+03,1.40E+03,3.74E+03,0.26E+03,-0.14E+03,0.45E+03,1.08E+03,0.731E+00,-0.997E+00,0.947E+00,0.951E+00,1.382E+03,0.000E+03,0.411E+03,-0.159E+03,0.00000E+00,0.296E+03,0.000E+03,0.090E+03,0.000E+03,3.55E+03,0.00E+03,1.08E+03,0.00E+03,0.957E+00
2022-10-19 00:45:00,0000:45:00,00000000,50.00E+00,231.6E+00,231.6E+00,0.0E+00,223.8E+00,223.8E+00,-118.9E+00,237.5E+00,237.5E+00,120.9E+00,1.79E+00,1.77E+00,-41.1E+00,10.50E+00,10.49E+00,-115.3E+00,5.58E+00,5.42E+00,107.5E+00,0.30E+03,2.34E+03,1.24E+03,3.89E+03,0.41E+03,2.35E+03,1.33E+03,4.09E+03,0.28E+03,-0.17E+03,0.37E+03,1.06E+03,0.732E+00,-0.998E+00,0.937E+00,0.951E+00,1.706E+03,0.000E+03,0.505E+03,-0.164E+03,0.00000E+00,0.324E+03,0.000E+03,0.094E+03,-0.006E+03,3.89E+03,0.00E+03,1.12E+03,-0.07E+03,0.961E+00
2022-10-19 00:50:00,0000:50:00,00000000,50.00E+00,231.7E+00,231.7E+00,0.0E+00,224.1E+00,224.1E+00,-118.9E+00,237.6E+00,237.6E+00,120.9E+00,1.59E+00,1.57E+00,-41.1E+00,6.32E+00,6.30E+00,-119.5E+00,4.28E+00,4.08E+00,129.8E+00,0.27E+03,1.39E+03,0.96E+03,2.62E+03,0.37E+03,1.41E+03,1.02E+03,2.80E+03,0.25E+03,0.01E+03,-0.34E+03,0.21E+03,0.731E+00,0.984E+00,-0.942E+00,0.936E+00,1.925E+03,0.000E+03,0.552E+03,-0.193E+03,0.00000E+00,0.218E+03,0.000E+03,0.047E+03,-0.029E+03,2.62E+03,0.00E+03,0.56E+03,-0.35E+03,0.978E+00
2022-10-19 00:55:00,0000:55:00,00000000,49.99E+00,231.8E+00,231.8E+00,0.0E+00,224.0E+00,223.9E+00,-118.9E+00,237.5E+00,237.4E+00,120.8E+00,1.63E+00,1.61E+00,-41.1E+00,10.37E+00,10.32E+00,-139.9E+00,4.10E+00,3.89E+00,132.8E+00,0.28E+03,2.16E+03,0.90E+03,3.33E+03,0.38E+03,2.32E+03,0.97E+03,3.67E+03,0.26E+03,0.86E+03,-0.36E+03,1.52E+03,0.729E+00,0.928E+00,-0.928E+00,0.908E+00,2.203E+03,0.000E+03,0.678E+03,-0.193E+03,0.00000E+00,0.278E+03,0.000E+03,0.127E+03,0.000E+03,3.33E+03,0.00E+03,1.52E+03,0.00E+03,0.910E+00
2022-10-19 01:00:00,0001:00:00,00000000,50.01E+00,231.9E+00,231.8E+00,0.0E+00,224.2E+00,224.1E+00,-118.9E+00,237.6E+00,237.5E+00,120.8E+00,1.62E+00,1.60E+00,-41.2E+00,9.60E+00,9.55E+00,-142.1E+00,4.02E+00,3.81E+00,135.4E+00,0.27E+03,1.97E+03,0.88E+03,3.12E+03,0.38E+03,2.15E+03,0.95E+03,3.48E+03,0.26E+03,0.88E+03,-0.38E+03,1.54E+03,0.730E+00,0.914E+00,-0.918E+00,0.895E+00,2.462E+03,0.000E+03,0.807E+03,-0.193E+03,0.00000E+00,0.260E+03,0.000E+03,0.128E+03,0.000E+03,3.12E+03,0.00E+03,1.54E+03,0.00E+03,0.897E+00
2022-10-19 01:05:00,0001:05:00,00000000,50.00E+00,232.1E+00,232.1E+00,0.0E+00,224.7E+00,224.7E+00,-118.9E+00,238.0E+00,238.0E+00,120.9E+00,1.47E+00,1.44E+00,-41.1E+00,3.05E+00,3.02E+00,-143.9E+00,4.05E+00,3.85E+00,135.4E+00,0.25E+03,0.61E+03,0.89E+03,1.75E+03,0.34E+03,0.68E+03,0.96E+03,1.99E+03,0.23E+03,0.30E+03,-0.38E+03,0.56E+03,0.722E+00,0.897E+00,-0.919E+00,0.877E+00,2.608E+03,0.000E+03,0.869E+03,-0.209E+03,0.00000E+00,0.145E+03,0.000E+03,0.062E+03,-0.016E+03,1.75E+03,0.00E+03,0.74E+03,-0.19E+03,0.920E+00
2022-10-19 01:10:00,0001:10:00,00000000,50.01E+00,232.3E+00,232.2E+00,0.0E+00,224.9E+00,224.8E+00,-118.9E+00,238.2E+00,238.1E+00,120.9E+00,1.68E+00,1.65E+00,-41.4E+00,2.99E+00,2.97E+00,-144.0E+00,4.03E+00,3.82E+00,135.5E+00,0.28E+03,0.60E+03,0.88E+03,1.77E+03,0.39E+03,0.67E+03,0.96E+03,2.02E+03,0.27E+03,0.29E+03,-0.38E+03,0.59E+03,0.727E+00,0.900E+00,-0.918E+00,0.875E+00,2.755E+03,0.000E+03,0.933E+03,-0.225E+03,0.00000E+00,0.147E+03,0.000E+03,0.064E+03,-0.016E+03,1.77E+03,0.00E+03,0.77E+03,-0.19E+03,0.916E+00
2022-10-19 01:15:00,0001:15:00,00000000,50.03E+00,232.4E+00,232.3E+00,0.0E+00,225.0E+00,225.0E+00,-118.8E+00,238.2E+00,238.2E+00,120.9E+00,1.41E+00,1.40E+00,-41.2E+00,3.79E+00,3.76E+00,-144.0E+00,4.01E+00,3.80E+00,135.5E+00,0.24E+03,0.76E+03,0.88E+03,1.88E+03,0.33E+03,0.85E+03,0.95E+03,2.13E+03,0.22E+03,0.37E+03,-0.38E+03,0.64E+03,0.730E+00,0.898E+00,-0.917E+00,0.881E+00,2.912E+03,0.000E+03,1.001E+03,-0.239E+03,0.00000E+00,0.157E+03,0.000E+03,0.068E+03,-0.015E+03,1.88E+03,0.00E+03,0.82E+03,-0.18E+03,0.917E+00
2022-10-19 01:20:00,0001:20:00,00000000,50.04E+00,232.3E+00,232.3E+00,0.0E+00,225.1E+00,225.1E+00,-118.8E+00,238.3E+00,238.2E+00,120.9E+00,1.57E+00,1.55E+00,-41.4E+00,2.88E+00,2.86E+00,-143.9E+00,4.05E+00,3.84E+00,135.5E+00,0.27E+03,0.58E+03,0.89E+03,1.73E+03,0.36E+03,0.65E+03,0.96E+03,1.98E+03,0.25E+03,0.28E+03,-0.38E+03,0.54E+03,0.729E+00,0.898E+00,-0.919E+00,0.877E+00,3.056E+03,0.000E+03,1.063E+03,-0.255E+03,0.00000E+00,0.144E+03,0.000E+03,0.062E+03,-0.016E+03,1.73E+03,0.00E+03,0.74E+03,-0.19E+03,0.920E+00
2022-10-19 01:25:00,0001:25:00,00000000,50.00E+00,232.2E+00,232.2E+00,0.0E+00,225.2E+00,225.2E+00,-118.8E+00,238.4E+00,238.4E+00,120.9E+00,1.58E+00,1.56E+00,-41.4E+00,0.78E+00,0.78E+00,-145.5E+00,4.05E+00,3.85E+00,136.9E+00,0.27E+03,0.16E+03,0.88E+03,1.30E+03,0.37E+03,0.18E+03,0.97E+03,1.51E+03,0.25E+03,0.08E+03,-0.40E+03,0.20E+03,0.729E+00,0.887E+00,-0.910E+00,0.864E+00,3.164E+03,0.000E+03,1.102E+03,-0.278E+03,0.00000E+00,0.108E+03,0.000E+03,0.039E+03,-0.023E+03,1.30E+03,0.00E+03,0.47E+03,-0.27E+03,0.941E+00
2022-10-19 01:30:00,0001:30:00,00000000,50.00E+00,232.3E+00,232.3E+00,0.0E+00,224.9E+00,224.8E+00,-118.9E+00,238.5E+00,238.5E+00,120.9E+00,1.41E+00,1.38E+00,-41.3E+00,3.81E+00,3.79E+00,-144.1E+00,3.95E+00,3.73E+00,147.7E+00,0.24E+03,0.77E+03,0.79E+03,1.80E+03,0.33E+03,0.86E+03,0.94E+03,2.12E+03,0.22E+03,0.38E+03,-0.51E+03,0.65E+03,0.724E+00,0.897E+00,-0.843E+00,0.846E+00,3.314E+03,0.000E+03,1.176E+03,-0.297E+03,0.00000E+00,0.150E+03,0.000E+03,0.074E+03,-0.019E+03,1.80E+03,0.00E+03,0.89E+03,-0.23E+03,0.897E+00
2022-10-19 01:35:00,0001:35:00,00000000,50.01E+00,232.4E+00,232.4E+00,0.0E+00,225.3E+00,225.2E+00,-118.8E+00,238.5E+00,238.5E+00,120.9E+00,1.45E+00,1.43E+00,-41.2E+00,0.38E+00,0.37E+00,-142.7E+00,4.02E+00,3.81E+00,147.1E+00,0.25E+03,0.08E+03,0.82E+03,1.14E+03,0.34E+03,0.09E+03,0.96E+03,1.38E+03,0.23E+03,0.04E+03,-0.51E+03,0.03E+03,0.730E+00,0.877E+00,-0.849E+00,-0.822E+00,3.409E+03,0.000E+03,1.210E+03,-0.329E+03,0.00000E+00,0.095E+03,0.000E+03,0.034E+03,-0.031E+03,1.14E+03,0.00E+03,0.41E+03,-0.37E+03,0.941E+00
2022-10-19 01:40:00,0001:40:00,00000000,50.01E+00,232.4E+00,232.4E+00,0.0E+00,225.0E+00,225.0E+00,-118.8E+00,238.4E+00,238.3E+00,120.9E+00,1.46E+00,1.44E+00,-41.4E+00,3.33E+00,3.31E+00,-144.4E+00,4.03E+00,3.81E+00,147.0E+00,0.25E+03,0.67E+03,0.82E+03,1.73E+03,0.34E+03,0.75E+03,0.96E+03,2.05E+03,0.23E+03,0.33E+03,-0.51E+03,0.58E+03,0.723E+00,0.896E+00,-0.849E+00,0.845E+00,3.553E+03,0.000E+03,1.279E+03,-0.350E+03,0.00000E+00,0.144E+03,0.000E+03,0.069E+03,-0.021E+03,1.73E+03,0.00E+03,0.83E+03,-0.25E+03,0.902E+00
2022-10-19 01:45:00,0001:45:00,00000000,50.01E+00,232.4E+00,232.4E+00,0.0E+00,225.0E+00,225.0E+00,-118.8E+00,238.5E+00,238.5E+00,120.9E+00,1.52E+00,1.50E+00,-41.4E+00,3.17E+00,3.15E+00,-144.0E+00,4.03E+00,3.81E+00,147.1E+00,0.26E+03,0.64E+03,0.82E+03,1.71E+03,0.35E+03,0.71E+03,0.96E+03,2.03E+03,0.24E+03,0.31E+03,-0.51E+03,0.58E+03,0.727E+00,0.898E+00,-0.848E+00,0.845E+00,3.696E+03,0.000E+03,1.348E+03,-0.370E+03,0.00000E+00,0.143E+03,0.000E+03,0.069E+03,-0.021E+03,1.71E+03,0.00E+03,0.83E+03,-0.25E+03,0.900E+00
2022-10-19 01:50:00,0001:50:00,00000000,50.01E+00,232.3E+00,232.3E+00,0.0E+00,225.1E+00,225.1E+00,-118.8E+00,238.4E+00,238.4E+00,121.0E+00,1.47E+00,1.45E+00,-41.4E+00,0.55E+00,0.54E+00,-145.8E+00,4.03E+00,3.81E+00,147.2E+00,0.25E+03,0.11E+03,0.82E+03,1.17E+03,0.34E+03,0.12E+03,0.96E+03,1.42E+03,0.23E+03,0.06E+03,-0.51E+03,0.08E+03,0.726E+00,0.883E+00,-0.849E+00,-0.822E+00,3.794E+03,0.000E+03,1.385E+03,-0.401E+03,0.00000E+00,0.098E+03,0.000E+03,0.037E+03,-0.030E+03,1.17E+03,0.00E+03,0.44E+03,-0.36E+03,0.936E+00
