"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",22092900
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2022-12-14 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2022-12-14 00:00:00
2022-12-14 00:05:00,0000:05:00,00000000,49.98E+00,231.4E+00,231.3E+00,0.0E+00,223.7E+00,223.6E+00,-118.9E+00,237.1E+00,237.1E+00,121.0E+00,5.98E+00,5.93E+00,-40.6E+00,6.64E+00,6.55E+00,-159.8E+00,1.53E+00,1.51E+00,104.2E+00,1.04E+03,1.09E+03,0.33E+03,2.46E+03,1.38E+03,1.48E+03,0.36E+03,3.23E+03,0.91E+03,0.97E+03,0.09E+03,2.06E+03,0.753E+00,0.732E+00,0.906E+00,0.760E+00,0.205E+03,0.000E+03,0.172E+03,0.000E+03,0.00000E+00,0.205E+03,0.000E+03,0.172E+03,0.000E+03,2.46E+03,0.00E+03,2.06E+03,0.00E+03,0.766E+00
2022-12-14 00:10:00,0000:10:00,00000000,50.01E+00,231.6E+00,231.6E+00,0.0E+00,223.4E+00,223.4E+00,-118.9E+00,236.7E+00,236.7E+00,121.1E+00,1.18E+00,1.16E+00,-34.7E+00,8.07E+00,8.00E+00,-147.8E+00,4.08E+00,4.03E+00,95.3E+00,0.21E+03,1.53E+03,0.86E+03,2.61E+03,0.27E+03,1.80E+03,0.96E+03,3.04E+03,0.14E+03,0.88E+03,0.44E+03,1.52E+03,0.776E+00,0.851E+00,0.890E+00,0.857E+00,0.422E+03,0.000E+03,0.298E+03,0.000E+03,0.00000E+00,0.217E+03,0.000E+03,0.127E+03,0.000E+03,2.61E+03,0.00E+03,1.52E+03,0.00E+03,0.864E+00
2022-12-14 00:15:00,0000:15:00,00000000,50.00E+00,231.6E+00,231.6E+00,0.0E+00,223.6E+00,223.6E+00,-118.8E+00,236.7E+00,236.7E+00,121.1E+00,0.21E+00,0.20E+00,4.1E+00,7.67E+00,7.60E+00,-151.2E+00,3.00E+00,2.97E+00,95.5E+00,0.05E+03,1.40E+03,0.63E+03,2.08E+03,0.05E+03,1.72E+03,0.71E+03,2.47E+03,-0.01E+03,0.92E+03,0.32E+03,1.29E+03,-0.956E+00,0.818E+00,0.891E+00,0.842E+00,0.595E+03,0.000E+03,0.406E+03,0.000E+03,0.00000E+00,0.173E+03,0.000E+03,0.107E+03,0.000E+03,2.08E+03,0.00E+03,1.29E+03,0.00E+03,0.850E+00
2022-12-14 00:20:00,0000:20:00,00000000,49.99E+00,231.9E+00,231.8E+00,0.0E+00,223.7E+00,223.7E+00,-118.9E+00,237.0E+00,237.0E+00,121.0E+00,0.43E+00,0.41E+00,4.0E+00,7.27E+00,7.19E+00,-154.4E+00,0.67E+00,0.66E+00,129.2E+00,0.10E+03,1.28E+03,0.15E+03,1.53E+03,0.10E+03,1.63E+03,0.16E+03,1.89E+03,-0.03E+03,0.94E+03,-0.04E+03,1.03E+03,-0.956E+00,0.785E+00,-0.962E+00,0.809E+00,0.722E+03,0.000E+03,0.491E+03,0.000E+03,0.00000E+00,0.127E+03,0.000E+03,0.086E+03,0.000E+03,1.53E+03,0.00E+03,1.03E+03,0.00E+03,0.830E+00
2022-12-14 00:25:00,0000:25:00,00000000,50.00E+00,232.0E+00,232.0E+00,0.0E+00,223.8E+00,223.7E+00,-118.9E+00,237.1E+00,237.1E+00,121.0E+00,0.22E+00,0.21E+00,4.0E+00,8.45E+00,8.39E+00,-146.3E+00,0.31E+00,0.30E+00,135.7E+00,0.05E+03,1.64E+03,0.07E+03,1.76E+03,0.05E+03,1.89E+03,0.07E+03,2.02E+03,-0.01E+03,0.88E+03,-0.03E+03,0.92E+03,-0.956E+00,0.867E+00,-0.936E+00,0.872E+00,0.869E+03,0.000E+03,0.568E+03,0.000E+03,0.00000E+00,0.146E+03,0.000E+03,0.077E+03,0.000E+03,1.76E+03,0.00E+03,0.92E+03,0.00E+03,0.885E+00
2022-12-14 00:30:00,0000:30:00,00000000,49.99E+00,232.0E+00,232.0E+00,0.0E+00,223.9E+00,223.9E+00,-118.9E+00,237.3E+00,237.3E+00,121.1E+00,0.22E+00,0.21E+00,4.1E+00,6.34E+00,6.25E+00,-163.7E+00,0.32E+00,0.31E+00,135.7E+00,0.05E+03,0.98E+03,0.07E+03,1.10E+03,0.05E+03,1.42E+03,0.08E+03,1.55E+03,-0.02E+03,1.00E+03,-0.03E+03,1.05E+03,-0.955E+00,0.690E+00,-0.937E+00,0.711E+00,0.961E+03,0.000E+03,0.656E+03,0.000E+03,0.00000E+00,0.092E+03,0.000E+03,0.088E+03,0.000E+03,1.10E+03,0.00E+03,1.05E+03,0.00E+03,0.722E+00
2022-12-14 00:35:00,0000:35:00,00000000,50.00E+00,231.9E+00,231.9E+00,0.0E+00,223.6E+00,223.6E+00,-118.9E+00,237.1E+00,237.1E+00,121.1E+00,0.45E+00,0.43E+00,4.1E+00,8.23E+00,8.16E+00,-147.4E+00,3.19E+00,3.15E+00,102.2E+00,0.10E+03,1.58E+03,0.69E+03,2.37E+03,0.10E+03,1.84E+03,0.76E+03,2.70E+03,-0.03E+03,0.89E+03,0.25E+03,1.25E+03,-0.956E+00,0.857E+00,0.915E+00,0.877E+00,1.158E+03,0.000E+03,0.761E+03,0.000E+03,0.00000E+00,0.198E+03,0.000E+03,0.104E+03,0.000E+03,2.37E+03,0.00E+03,1.25E+03,0.00E+03,0.884E+00
2022-12-14 00:40:00,0000:40:00,00000000,50.00E+00,231.9E+00,231.8E+00,0.0E+00,223.6E+00,223.6E+00,-118.9E+00,237.0E+00,237.0E+00,121.1E+00,1.04E+00,1.02E+00,-31.8E+00,7.70E+00,7.62E+00,-151.7E+00,3.68E+00,3.64E+00,98.0E+00,0.19E+03,1.39E+03,0.79E+03,2.38E+03,0.24E+03,1.72E+03,0.87E+03,2.83E+03,0.11E+03,0.93E+03,0.36E+03,1.48E+03,0.791E+00,0.809E+00,0.908E+00,0.838E+00,1.356E+03,0.000E+03,0.884E+03,0.000E+03,0.00000E+00,0.198E+03,0.000E+03,0.123E+03,0.000E+03,2.38E+03,0.00E+03,1.48E+03,0.00E+03,0.849E+00
2022-12-14 00:45:00,0000:45:00,00000000,50.00E+00,231.5E+00,231.5E+00,0.0E+00,223.5E+00,223.5E+00,-119.0E+00,237.2E+00,237.1E+00,121.1E+00,6.03E+00,5.98E+00,-40.5E+00,6.62E+00,6.53E+00,-159.7E+00,1.16E+00,1.14E+00,106.8E+00,1.05E+03,1.09E+03,0.25E+03,2.39E+03,1.40E+03,1.48E+03,0.27E+03,3.15E+03,0.91E+03,0.96E+03,0.06E+03,2.02E+03,0.754E+00,0.734E+00,0.910E+00,0.758E+00,1.555E+03,0.000E+03,1.052E+03,0.000E+03,0.00000E+00,0.199E+03,0.000E+03,0.168E+03,0.000E+03,2.39E+03,0.00E+03,2.02E+03,0.00E+03,0.764E+00
