"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",22092900
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2022-10-22 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2022-10-22 00:00:00
2022-10-22 00:05:00,0000:05:00,00000000,49.99E+00,236.4E+00,236.3E+00,0.0E+00,228.7E+00,228.6E+00,-119.0E+00,241.9E+00,241.9E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,4.12E+00,4.10E+00,-147.0E+00,0.87E+00,0.84E+00,107.4E+00,0.00E+03,0.82E+03,0.20E+03,1.02E+03,0.00E+03,0.94E+03,0.21E+03,1.15E+03,0.00E+03,0.45E+03,0.07E+03,0.53E+03,0.000E+99,0.875E+00,0.937E+00,0.886E+00,0.085E+03,0.000E+03,0.044E+03,-0.000E+03,0.00000E+00,0.085E+03,0.000E+03,0.044E+03,-0.000E+03,1.02E+03,0.00E+03,0.53E+03,-0.00E+03,0.889E+00
2022-10-22 00:10:00,0000:10:00,00000000,50.00E+00,236.3E+00,236.2E+00,0.0E+00,228.8E+00,228.8E+00,-119.0E+00,241.8E+00,241.7E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,0.66E+00,0.65E+00,-145.8E+00,0.35E+00,0.34E+00,106.1E+00,0.00E+03,0.13E+03,0.08E+03,0.21E+03,0.00E+03,0.15E+03,0.08E+03,0.24E+03,0.00E+03,0.07E+03,0.03E+03,0.10E+03,0.000E+99,0.872E+00,0.933E+00,0.894E+00,0.103E+03,0.000E+03,0.052E+03,-0.000E+03,0.00000E+00,0.018E+03,0.000E+03,0.009E+03,-0.000E+03,0.21E+03,0.00E+03,0.10E+03,-0.00E+03,0.900E+00
2022-10-22 00:15:00,0000:15:00,00000000,50.00E+00,236.3E+00,236.3E+00,0.0E+00,228.5E+00,228.5E+00,-119.1E+00,241.9E+00,241.8E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,3.49E+00,3.47E+00,-147.3E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.70E+03,0.00E+03,0.70E+03,0.00E+03,0.80E+03,0.00E+03,0.80E+03,0.00E+03,0.38E+03,0.00E+03,0.38E+03,0.000E+99,0.875E+00,0.000E+99,0.875E+00,0.161E+03,0.000E+03,0.084E+03,-0.000E+03,0.00000E+00,0.058E+03,0.000E+03,0.032E+03,0.000E+03,0.70E+03,0.00E+03,0.38E+03,0.00E+03,0.876E+00
2022-10-22 00:20:00,0000:20:00,00000000,50.00E+00,236.3E+00,236.3E+00,0.0E+00,228.3E+00,228.3E+00,-119.2E+00,242.2E+00,242.1E+00,120.8E+00,1.06E+00,1.06E+00,-43.6E+00,10.39E+00,10.39E+00,-115.7E+00,0.00E+00,0.00E+00,-2.4E+00,0.18E+03,2.37E+03,0.00E+03,2.55E+03,0.25E+03,2.37E+03,0.00E+03,2.62E+03,0.18E+03,-0.16E+03,0.00E+03,0.18E+03,0.715E+00,-0.998E+00,0.000E+99,0.971E+00,0.373E+03,0.000E+03,0.110E+03,-0.011E+03,0.00000E+00,0.212E+03,0.000E+03,0.026E+03,-0.011E+03,2.55E+03,0.00E+03,0.31E+03,-0.13E+03,0.993E+00
2022-10-22 00:25:00,0000:25:00,00000000,50.00E+00,236.2E+00,236.1E+00,0.0E+00,228.4E+00,228.3E+00,-119.2E+00,242.4E+00,242.4E+00,120.8E+00,5.71E+00,5.68E+00,-44.3E+00,10.69E+00,10.68E+00,-115.7E+00,0.00E+00,0.00E+00,-2.4E+00,0.96E+03,2.44E+03,0.00E+03,3.39E+03,1.35E+03,2.44E+03,0.00E+03,3.79E+03,0.95E+03,-0.17E+03,0.00E+03,1.69E+03,0.711E+00,-0.998E+00,0.000E+99,0.896E+00,0.656E+03,0.000E+03,0.251E+03,-0.011E+03,0.00000E+00,0.283E+03,0.000E+03,0.140E+03,0.000E+03,3.39E+03,0.00E+03,1.69E+03,0.00E+03,0.896E+00
2022-10-22 00:30:00,0000:30:00,00000000,50.00E+00,235.5E+00,235.5E+00,0.0E+00,227.8E+00,227.8E+00,-119.0E+00,241.5E+00,241.5E+00,120.9E+00,0.20E+00,0.20E+00,-44.6E+00,6.52E+00,6.50E+00,-127.0E+00,0.02E+00,0.02E+00,111.0E+00,0.03E+03,1.43E+03,0.00E+03,1.47E+03,0.05E+03,1.48E+03,0.01E+03,1.53E+03,0.03E+03,0.21E+03,0.00E+03,0.27E+03,0.705E+00,0.965E+00,0.932E+00,0.957E+00,0.778E+03,0.000E+03,0.277E+03,-0.015E+03,0.00000E+00,0.123E+03,0.000E+03,0.027E+03,-0.004E+03,1.47E+03,0.00E+03,0.32E+03,-0.05E+03,0.977E+00
2022-10-22 00:35:00,0000:35:00,00000000,50.00E+00,233.9E+00,233.9E+00,0.0E+00,226.0E+00,225.9E+00,-119.0E+00,239.7E+00,239.7E+00,120.8E+00,0.00E+00,0.00E+00,-2.4E+00,10.29E+00,10.24E+00,-141.7E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,2.13E+03,0.00E+03,2.13E+03,0.00E+03,2.33E+03,0.00E+03,2.33E+03,0.00E+03,0.92E+03,0.00E+03,0.92E+03,0.000E+99,0.917E+00,0.000E+99,0.917E+00,0.956E+03,0.000E+03,0.354E+03,-0.015E+03,0.00000E+00,0.178E+03,0.000E+03,0.077E+03,0.000E+03,2.13E+03,0.00E+03,0.92E+03,0.00E+03,0.918E+00
2022-10-22 00:40:00,0000:40:00,00000000,50.00E+00,233.6E+00,233.6E+00,0.0E+00,225.9E+00,225.9E+00,-119.0E+00,239.3E+00,239.3E+00,120.8E+00,3.62E+00,3.60E+00,-43.6E+00,9.68E+00,9.63E+00,-143.6E+00,1.97E+00,1.93E+00,93.8E+00,0.61E+03,1.98E+03,0.41E+03,3.00E+03,0.85E+03,2.19E+03,0.47E+03,3.51E+03,0.59E+03,0.93E+03,0.23E+03,1.81E+03,0.718E+00,0.904E+00,0.870E+00,0.855E+00,1.206E+03,0.000E+03,0.505E+03,-0.015E+03,0.00000E+00,0.250E+03,0.000E+03,0.151E+03,0.000E+03,3.00E+03,0.00E+03,1.81E+03,0.00E+03,0.856E+00
2022-10-22 00:45:00,0000:45:00,00000000,49.99E+00,233.4E+00,233.4E+00,0.0E+00,226.3E+00,226.3E+00,-119.0E+00,239.3E+00,239.3E+00,120.9E+00,2.08E+00,2.07E+00,-44.0E+00,2.56E+00,2.54E+00,-145.2E+00,1.41E+00,1.37E+00,90.6E+00,0.35E+03,0.51E+03,0.28E+03,1.14E+03,0.48E+03,0.58E+03,0.34E+03,1.40E+03,0.34E+03,0.26E+03,0.18E+03,0.80E+03,0.716E+00,0.887E+00,0.842E+00,0.817E+00,1.301E+03,0.000E+03,0.571E+03,-0.015E+03,0.00000E+00,0.095E+03,0.000E+03,0.067E+03,-0.000E+03,1.14E+03,0.00E+03,0.80E+03,-0.00E+03,0.820E+00
