"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",22092900
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2022-10-17 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2022-10-17 00:00:00
2022-10-17 00:05:00,0000:05:00,00000000,49.96E+00,231.6E+00,231.6E+00,0.0E+00,223.9E+00,223.9E+00,-119.0E+00,237.4E+00,237.4E+00,120.8E+00,0.00E+00,0.00E+00,-2.3E+00,9.79E+00,9.74E+00,-141.7E+00,0.00E+00,0.00E+00,-2.3E+00,0.00E+03,2.01E+03,0.00E+03,2.01E+03,0.00E+03,2.19E+03,0.00E+03,2.19E+03,0.00E+03,0.87E+03,0.00E+03,0.87E+03,0.000E+99,0.917E+00,0.000E+99,0.917E+00,0.168E+03,0.000E+03,0.073E+03,0.000E+03,0.00000E+00,0.168E+03,0.000E+03,0.073E+03,0.000E+03,2.01E+03,0.00E+03,0.87E+03,0.00E+03,0.917E+00
2022-10-17 00:10:00,0000:10:00,00000000,50.02E+00,231.5E+00,231.5E+00,0.0E+00,224.3E+00,224.2E+00,-118.9E+00,237.4E+00,237.4E+00,120.8E+00,0.00E+00,0.00E+00,-2.5E+00,5.37E+00,5.34E+00,-142.8E+00,0.00E+00,0.00E+00,-2.5E+00,0.00E+03,1.09E+03,0.00E+03,1.09E+03,0.00E+03,1.20E+03,0.00E+03,1.20E+03,0.00E+03,0.50E+03,0.00E+03,0.50E+03,0.000E+99,0.909E+00,0.000E+99,0.909E+00,0.259E+03,0.000E+03,0.114E+03,0.000E+03,0.00000E+00,0.091E+03,0.000E+03,0.042E+03,0.000E+03,1.09E+03,0.00E+03,0.50E+03,0.00E+03,0.909E+00
2022-10-17 00:15:00,0000:15:00,00000000,50.01E+00,231.6E+00,231.5E+00,0.0E+00,224.5E+00,224.5E+00,-118.9E+00,237.4E+00,237.4E+00,120.8E+00,0.00E+00,0.00E+00,-2.4E+00,3.69E+00,3.66E+00,-143.8E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.74E+03,0.00E+03,0.74E+03,0.00E+03,0.83E+03,0.00E+03,0.83E+03,0.00E+03,0.36E+03,0.00E+03,0.36E+03,0.000E+99,0.900E+00,0.000E+99,0.900E+00,0.321E+03,0.000E+03,0.144E+03,-0.000E+03,0.00000E+00,0.062E+03,0.000E+03,0.030E+03,-0.000E+03,0.74E+03,0.00E+03,0.36E+03,-0.00E+03,0.902E+00
2022-10-17 00:20:00,0000:20:00,00000000,50.02E+00,231.8E+00,231.8E+00,0.0E+00,224.6E+00,224.5E+00,-119.0E+00,237.7E+00,237.6E+00,120.9E+00,0.58E+00,0.57E+00,-40.8E+00,3.42E+00,3.39E+00,-143.6E+00,0.01E+00,0.01E+00,124.6E+00,0.10E+03,0.69E+03,0.00E+03,0.79E+03,0.14E+03,0.77E+03,0.00E+03,0.90E+03,0.09E+03,0.33E+03,-0.00E+03,0.42E+03,0.728E+00,0.899E+00,-0.900E+00,0.874E+00,0.387E+03,0.000E+03,0.180E+03,-0.000E+03,0.00000E+00,0.066E+03,0.000E+03,0.035E+03,-0.000E+03,0.79E+03,0.00E+03,0.42E+03,-0.00E+03,0.881E+00
2022-10-17 00:25:00,0000:25:00,00000000,50.00E+00,231.7E+00,231.6E+00,0.0E+00,224.7E+00,224.6E+00,-119.0E+00,237.6E+00,237.5E+00,120.9E+00,1.56E+00,1.53E+00,-40.5E+00,2.45E+00,2.43E+00,-143.7E+00,0.00E+00,0.00E+00,-2.4E+00,0.26E+03,0.49E+03,0.00E+03,0.76E+03,0.36E+03,0.55E+03,0.00E+03,0.91E+03,0.25E+03,0.24E+03,0.00E+03,0.49E+03,0.727E+00,0.901E+00,0.000E+99,0.832E+00,0.450E+03,0.000E+03,0.220E+03,-0.000E+03,0.00000E+00,0.063E+03,0.000E+03,0.041E+03,0.000E+03,0.76E+03,0.00E+03,0.49E+03,0.00E+03,0.840E+00
2022-10-17 00:30:00,0000:30:00,00000000,50.00E+00,231.9E+00,231.8E+00,0.0E+00,224.9E+00,224.9E+00,-119.0E+00,237.8E+00,237.7E+00,120.9E+00,1.69E+00,1.67E+00,-41.6E+00,0.91E+00,0.91E+00,-145.2E+00,0.00E+00,0.00E+00,-2.4E+00,0.29E+03,0.18E+03,0.00E+03,0.47E+03,0.39E+03,0.20E+03,0.00E+03,0.60E+03,0.27E+03,0.09E+03,0.00E+03,0.36E+03,0.732E+00,0.890E+00,0.000E+99,0.787E+00,0.489E+03,0.000E+03,0.250E+03,-0.000E+03,0.00000E+00,0.039E+03,0.000E+03,0.030E+03,0.000E+03,0.47E+03,0.00E+03,0.36E+03,0.00E+03,0.792E+00
2022-10-17 00:35:00,0000:35:00,00000000,49.99E+00,231.9E+00,231.9E+00,0.0E+00,224.7E+00,224.7E+00,-118.9E+00,237.9E+00,237.8E+00,120.9E+00,1.20E+00,1.19E+00,-41.5E+00,3.45E+00,3.43E+00,-144.3E+00,0.00E+00,0.00E+00,-2.4E+00,0.20E+03,0.69E+03,0.00E+03,0.90E+03,0.28E+03,0.77E+03,0.00E+03,1.05E+03,0.19E+03,0.34E+03,0.00E+03,0.53E+03,0.735E+00,0.895E+00,0.000E+99,0.853E+00,0.563E+03,0.000E+03,0.295E+03,-0.000E+03,0.00000E+00,0.075E+03,0.000E+03,0.044E+03,-0.000E+03,0.90E+03,0.00E+03,0.53E+03,-0.00E+03,0.859E+00
2022-10-17 00:40:00,0000:40:00,00000000,50.00E+00,231.8E+00,231.8E+00,0.0E+00,224.9E+00,224.9E+00,-119.0E+00,238.0E+00,237.9E+00,120.9E+00,1.22E+00,1.21E+00,-41.6E+00,1.52E+00,1.51E+00,-144.0E+00,0.00E+00,0.00E+00,-2.4E+00,0.21E+03,0.31E+03,0.00E+03,0.51E+03,0.28E+03,0.34E+03,0.00E+03,0.62E+03,0.19E+03,0.15E+03,0.00E+03,0.35E+03,0.730E+00,0.897E+00,0.000E+99,0.821E+00,0.606E+03,0.000E+03,0.324E+03,-0.000E+03,0.00000E+00,0.043E+03,0.000E+03,0.029E+03,0.000E+03,0.51E+03,0.00E+03,0.35E+03,0.00E+03,0.829E+00
2022-10-17 00:45:00,0000:45:00,00000000,50.01E+00,231.9E+00,231.9E+00,0.0E+00,225.0E+00,225.0E+00,-119.0E+00,237.9E+00,237.9E+00,120.8E+00,1.22E+00,1.21E+00,-41.5E+00,1.79E+00,1.78E+00,-144.7E+00,0.00E+00,0.00E+00,-2.4E+00,0.21E+03,0.36E+03,0.00E+03,0.57E+03,0.28E+03,0.40E+03,0.00E+03,0.68E+03,0.19E+03,0.18E+03,0.00E+03,0.37E+03,0.731E+00,0.896E+00,0.000E+99,0.828E+00,0.653E+03,0.000E+03,0.355E+03,-0.000E+03,0.00000E+00,0.047E+03,0.000E+03,0.031E+03,0.000E+03,0.57E+03,0.00E+03,0.37E+03,0.00E+03,0.834E+00
