"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",22092900
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2022-10-28 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2022-10-28 00:00:00
2022-10-28 00:05:00,0000:05:00,00000000,50.00E+00,235.4E+00,235.3E+00,0.0E+00,227.8E+00,227.8E+00,-118.9E+00,241.2E+00,241.2E+00,120.8E+00,0.00E+00,0.00E+00,-2.4E+00,3.46E+00,3.43E+00,-145.5E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.70E+03,0.00E+03,0.70E+03,0.00E+03,0.79E+03,0.00E+03,0.79E+03,0.00E+03,0.36E+03,0.00E+03,0.36E+03,0.000E+99,0.884E+00,0.000E+99,0.884E+00,0.058E+03,0.000E+03,0.030E+03,-0.000E+03,0.00000E+00,0.058E+03,0.000E+03,0.030E+03,-0.000E+03,0.70E+03,0.00E+03,0.36E+03,-0.00E+03,0.886E+00
2022-10-28 00:10:00,0000:10:00,00000000,50.01E+00,235.5E+00,235.5E+00,0.0E+00,227.8E+00,227.8E+00,-118.9E+00,241.2E+00,241.1E+00,120.8E+00,0.00E+00,0.00E+00,-2.4E+00,3.76E+00,3.74E+00,-146.2E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.76E+03,0.00E+03,0.76E+03,0.00E+03,0.86E+03,0.00E+03,0.86E+03,0.00E+03,0.40E+03,0.00E+03,0.40E+03,0.000E+99,0.883E+00,0.000E+99,0.883E+00,0.121E+03,0.000E+03,0.064E+03,-0.000E+03,0.00000E+00,0.063E+03,0.000E+03,0.033E+03,0.000E+03,0.76E+03,0.00E+03,0.40E+03,0.00E+03,0.883E+00
2022-10-28 00:15:00,0000:15:00,00000000,50.00E+00,235.2E+00,235.2E+00,0.0E+00,227.6E+00,227.6E+00,-118.9E+00,241.0E+00,240.9E+00,120.8E+00,0.00E+00,0.00E+00,-2.4E+00,4.07E+00,4.04E+00,-146.0E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.82E+03,0.00E+03,0.82E+03,0.00E+03,0.92E+03,0.00E+03,0.92E+03,0.00E+03,0.43E+03,0.00E+03,0.43E+03,0.000E+99,0.883E+00,0.000E+99,0.883E+00,0.189E+03,0.000E+03,0.100E+03,-0.000E+03,0.00000E+00,0.068E+03,0.000E+03,0.036E+03,-0.000E+03,0.82E+03,0.00E+03,0.43E+03,-0.00E+03,0.884E+00
2022-10-28 00:20:00,0000:20:00,00000000,50.00E+00,235.1E+00,235.1E+00,0.0E+00,227.8E+00,227.7E+00,-118.9E+00,241.0E+00,240.9E+00,120.8E+00,0.47E+00,0.47E+00,-41.0E+00,3.81E+00,3.78E+00,-145.9E+00,1.81E+00,1.77E+00,93.2E+00,0.08E+03,0.77E+03,0.38E+03,1.22E+03,0.11E+03,0.87E+03,0.44E+03,1.41E+03,0.08E+03,0.40E+03,0.22E+03,0.70E+03,0.735E+00,0.883E+00,0.865E+00,0.866E+00,0.291E+03,0.000E+03,0.158E+03,-0.000E+03,0.00000E+00,0.102E+03,0.000E+03,0.059E+03,0.000E+03,1.22E+03,0.00E+03,0.70E+03,0.00E+03,0.867E+00
2022-10-28 00:25:00,0000:25:00,00000000,50.00E+00,235.1E+00,235.0E+00,0.0E+00,228.2E+00,228.2E+00,-118.9E+00,241.2E+00,241.1E+00,120.8E+00,2.56E+00,2.54E+00,-41.6E+00,0.10E+00,0.10E+00,-154.5E+00,1.12E+00,1.09E+00,90.2E+00,0.44E+03,0.02E+03,0.23E+03,0.69E+03,0.60E+03,0.02E+03,0.27E+03,0.89E+03,0.41E+03,0.01E+03,0.15E+03,0.57E+03,0.736E+00,0.806E+00,0.840E+00,0.769E+00,0.348E+03,0.000E+03,0.206E+03,-0.000E+03,0.00000E+00,0.057E+03,0.000E+03,0.047E+03,0.000E+03,0.69E+03,0.00E+03,0.57E+03,0.00E+03,0.771E+00
2022-10-28 00:30:00,0000:30:00,00000000,50.00E+00,235.1E+00,235.1E+00,0.0E+00,227.6E+00,227.5E+00,-118.9E+00,241.2E+00,241.1E+00,120.8E+00,1.62E+00,1.61E+00,-41.6E+00,3.94E+00,3.91E+00,-146.2E+00,0.00E+00,0.00E+00,-2.4E+00,0.28E+03,0.79E+03,0.00E+03,1.07E+03,0.38E+03,0.89E+03,0.00E+03,1.28E+03,0.26E+03,0.42E+03,0.00E+03,0.68E+03,0.738E+00,0.881E+00,0.000E+99,0.839E+00,0.438E+03,0.000E+03,0.263E+03,-0.000E+03,0.00000E+00,0.089E+03,0.000E+03,0.057E+03,-0.000E+03,1.07E+03,0.00E+03,0.68E+03,-0.00E+03,0.843E+00
2022-10-28 00:35:00,0000:35:00,00000000,49.99E+00,235.0E+00,234.9E+00,0.0E+00,227.5E+00,227.4E+00,-118.9E+00,241.0E+00,241.0E+00,120.8E+00,1.17E+00,1.16E+00,-41.4E+00,3.77E+00,3.75E+00,-145.9E+00,0.00E+00,0.00E+00,-2.4E+00,0.20E+03,0.76E+03,0.00E+03,0.96E+03,0.27E+03,0.86E+03,0.00E+03,1.13E+03,0.19E+03,0.40E+03,0.00E+03,0.59E+03,0.737E+00,0.882E+00,0.000E+99,0.847E+00,0.517E+03,0.000E+03,0.312E+03,-0.000E+03,0.00000E+00,0.080E+03,0.000E+03,0.049E+03,-0.000E+03,0.96E+03,0.00E+03,0.59E+03,-0.00E+03,0.851E+00
2022-10-28 00:40:00,0000:40:00,00000000,50.02E+00,234.8E+00,234.8E+00,0.0E+00,227.6E+00,227.6E+00,-118.9E+00,240.8E+00,240.7E+00,120.9E+00,1.60E+00,1.58E+00,-41.5E+00,0.00E+00,0.00E+00,-122.6E+00,0.63E+00,0.61E+00,107.3E+00,0.28E+03,0.00E+03,0.14E+03,0.42E+03,0.37E+03,0.00E+03,0.15E+03,0.53E+03,0.25E+03,0.00E+03,0.05E+03,0.31E+03,0.738E+00,0.991E+00,0.934E+00,0.795E+00,0.552E+03,0.000E+03,0.338E+03,-0.000E+03,0.00000E+00,0.035E+03,0.000E+03,0.026E+03,-0.000E+03,0.42E+03,0.00E+03,0.31E+03,-0.00E+03,0.804E+00
2022-10-28 00:45:00,0000:45:00,00000000,50.00E+00,234.9E+00,234.9E+00,0.0E+00,227.5E+00,227.5E+00,-118.8E+00,240.9E+00,240.9E+00,120.9E+00,0.90E+00,0.89E+00,-41.8E+00,3.77E+00,3.74E+00,-146.1E+00,0.00E+00,0.00E+00,-2.4E+00,0.15E+03,0.75E+03,0.00E+03,0.91E+03,0.21E+03,0.86E+03,0.00E+03,1.07E+03,0.14E+03,0.40E+03,0.00E+03,0.55E+03,0.733E+00,0.881E+00,0.000E+99,0.852E+00,0.628E+03,0.000E+03,0.383E+03,-0.000E+03,0.00000E+00,0.076E+03,0.000E+03,0.046E+03,-0.000E+03,0.91E+03,0.00E+03,0.55E+03,-0.00E+03,0.856E+00
2022-10-28 00:50:00,0000:50:00,00000000,50.01E+00,235.5E+00,235.5E+00,0.0E+00,227.9E+00,227.8E+00,-118.9E+00,241.6E+00,241.6E+00,120.8E+00,1.58E+00,1.57E+00,-41.6E+00,3.81E+00,3.79E+00,-146.3E+00,0.01E+00,0.01E+00,136.8E+00,0.27E+03,0.76E+03,0.00E+03,1.04E+03,0.37E+03,0.87E+03,0.00E+03,1.24E+03,0.25E+03,0.41E+03,-0.00E+03,0.67E+03,0.736E+00,0.879E+00,-0.850E+00,0.837E+00,0.715E+03,0.000E+03,0.439E+03,-0.000E+03,0.00000E+00,0.087E+03,0.000E+03,0.056E+03,-0.000E+03,1.04E+03,0.00E+03,0.67E+03,-0.00E+03,0.841E+00
2022-10-28 00:55:00,0000:55:00,00000000,50.02E+00,235.6E+00,235.6E+00,0.0E+00,228.4E+00,228.3E+00,-118.9E+00,241.9E+00,241.9E+00,120.9E+00,1.42E+00,1.41E+00,-41.7E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+00,0.00E+00,-2.4E+00,0.25E+03,0.00E+03,0.00E+03,0.25E+03,0.33E+03,0.00E+03,0.00E+03,0.33E+03,0.23E+03,0.00E+03,0.00E+03,0.23E+03,0.734E+00,0.000E+99,0.000E+99,0.734E+00,0.735E+03,0.000E+03,0.458E+03,-0.000E+03,0.00000E+00,0.020E+03,0.000E+03,0.019E+03,0.000E+03,0.25E+03,0.00E+03,0.23E+03,0.00E+03,0.735E+00
