"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",22092900
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2022-11-23 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2022-11-23 00:00:00
2022-11-23 00:05:00,0000:05:00,00000000,49.99E+00,232.8E+00,232.8E+00,0.0E+00,225.2E+00,225.2E+00,-118.8E+00,238.8E+00,238.8E+00,121.1E+00,1.11E+00,1.10E+00,-41.5E+00,3.43E+00,3.41E+00,-144.2E+00,0.00E+00,0.00E+00,-2.4E+00,0.19E+03,0.69E+03,0.00E+03,0.88E+03,0.26E+03,0.77E+03,0.00E+03,1.03E+03,0.17E+03,0.34E+03,0.00E+03,0.52E+03,0.737E+00,0.895E+00,0.000E+99,0.856E+00,0.073E+03,0.000E+03,0.043E+03,0.000E+03,0.00000E+00,0.073E+03,0.000E+03,0.043E+03,0.000E+03,0.88E+03,0.00E+03,0.52E+03,0.00E+03,0.860E+00
2022-11-23 00:10:00,0000:10:00,00000000,50.01E+00,233.1E+00,233.0E+00,0.0E+00,225.3E+00,225.2E+00,-118.8E+00,238.9E+00,238.9E+00,121.1E+00,0.49E+00,0.49E+00,-41.6E+00,5.67E+00,5.62E+00,-143.9E+00,1.76E+00,1.74E+00,90.6E+00,0.08E+03,1.14E+03,0.36E+03,1.58E+03,0.11E+03,1.27E+03,0.42E+03,1.81E+03,0.08E+03,0.56E+03,0.22E+03,0.86E+03,0.738E+00,0.896E+00,0.852E+00,0.876E+00,0.205E+03,0.000E+03,0.115E+03,-0.000E+03,0.00000E+00,0.132E+03,0.000E+03,0.072E+03,-0.000E+03,1.58E+03,0.00E+03,0.86E+03,-0.00E+03,0.878E+00
2022-11-23 00:15:00,0000:15:00,00000000,49.99E+00,233.1E+00,233.1E+00,0.0E+00,225.4E+00,225.3E+00,-118.8E+00,238.9E+00,238.8E+00,121.1E+00,0.00E+00,0.00E+00,-2.4E+00,4.91E+00,4.87E+00,-144.5E+00,3.48E+00,3.44E+00,92.2E+00,0.00E+03,0.99E+03,0.72E+03,1.70E+03,0.00E+03,1.10E+03,0.83E+03,1.94E+03,0.00E+03,0.49E+03,0.42E+03,0.91E+03,0.000E+99,0.893E+00,0.864E+00,0.881E+00,0.347E+03,0.000E+03,0.192E+03,-0.000E+03,0.00000E+00,0.142E+03,0.000E+03,0.076E+03,0.000E+03,1.70E+03,0.00E+03,0.91E+03,0.00E+03,0.881E+00
2022-11-23 00:20:00,0000:20:00,00000000,50.02E+00,233.2E+00,233.2E+00,0.0E+00,225.4E+00,225.3E+00,-118.8E+00,239.2E+00,239.1E+00,121.1E+00,0.00E+00,0.00E+00,-2.5E+00,4.00E+00,3.97E+00,-144.0E+00,0.11E+00,0.11E+00,92.9E+00,0.00E+03,0.80E+03,0.02E+03,0.83E+03,0.00E+03,0.90E+03,0.03E+03,0.93E+03,0.00E+03,0.40E+03,0.01E+03,0.41E+03,0.000E+99,0.894E+00,0.868E+00,0.893E+00,0.416E+03,0.000E+03,0.226E+03,-0.000E+03,0.00000E+00,0.069E+03,0.000E+03,0.034E+03,-0.000E+03,0.83E+03,0.00E+03,0.41E+03,-0.00E+03,0.896E+00
2022-11-23 00:25:00,0000:25:00,00000000,49.99E+00,233.1E+00,233.1E+00,0.0E+00,225.1E+00,225.1E+00,-118.8E+00,239.1E+00,239.1E+00,121.1E+00,0.00E+00,0.00E+00,-2.4E+00,5.89E+00,5.85E+00,-144.4E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,1.19E+03,0.00E+03,1.19E+03,0.00E+03,1.33E+03,0.00E+03,1.33E+03,0.00E+03,0.59E+03,0.00E+03,0.59E+03,0.000E+99,0.894E+00,0.000E+99,0.894E+00,0.515E+03,0.000E+03,0.275E+03,-0.000E+03,0.00000E+00,0.099E+03,0.000E+03,0.049E+03,-0.000E+03,1.19E+03,0.00E+03,0.59E+03,-0.00E+03,0.895E+00
2022-11-23 00:30:00,0000:30:00,00000000,50.00E+00,233.2E+00,233.1E+00,0.0E+00,225.5E+00,225.4E+00,-118.8E+00,239.1E+00,239.1E+00,121.1E+00,0.00E+00,0.00E+00,-2.4E+00,3.47E+00,3.44E+00,-144.3E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.70E+03,0.00E+03,0.70E+03,0.00E+03,0.78E+03,0.00E+03,0.78E+03,0.00E+03,0.35E+03,0.00E+03,0.35E+03,0.000E+99,0.895E+00,0.000E+99,0.895E+00,0.573E+03,0.000E+03,0.304E+03,-0.000E+03,0.00000E+00,0.058E+03,0.000E+03,0.029E+03,-0.000E+03,0.70E+03,0.00E+03,0.35E+03,-0.00E+03,0.896E+00
2022-11-23 00:35:00,0000:35:00,00000000,49.99E+00,233.2E+00,233.2E+00,0.0E+00,225.5E+00,225.5E+00,-118.8E+00,239.1E+00,239.0E+00,121.1E+00,0.00E+00,0.00E+00,-2.4E+00,5.23E+00,5.20E+00,-144.3E+00,1.91E+00,1.89E+00,93.3E+00,0.00E+03,1.05E+03,0.40E+03,1.45E+03,0.00E+03,1.18E+03,0.46E+03,1.63E+03,0.00E+03,0.52E+03,0.22E+03,0.75E+03,0.000E+99,0.894E+00,0.873E+00,0.888E+00,0.694E+03,0.000E+03,0.366E+03,-0.000E+03,0.00000E+00,0.121E+03,0.000E+03,0.062E+03,-0.000E+03,1.45E+03,0.00E+03,0.75E+03,-0.00E+03,0.889E+00
2022-11-23 00:40:00,0000:40:00,00000000,50.03E+00,233.3E+00,233.2E+00,0.0E+00,225.6E+00,225.6E+00,-118.8E+00,239.2E+00,239.1E+00,121.1E+00,0.35E+00,0.35E+00,-40.6E+00,5.28E+00,5.24E+00,-144.5E+00,3.08E+00,3.05E+00,93.0E+00,0.06E+03,1.06E+03,0.64E+03,1.76E+03,0.08E+03,1.19E+03,0.74E+03,2.01E+03,0.05E+03,0.53E+03,0.36E+03,0.95E+03,0.739E+00,0.892E+00,0.871E+00,0.878E+00,0.841E+03,0.000E+03,0.445E+03,-0.000E+03,0.00000E+00,0.147E+03,0.000E+03,0.079E+03,0.000E+03,1.76E+03,0.00E+03,0.95E+03,0.00E+03,0.880E+00
2022-11-23 00:45:00,0000:45:00,00000000,50.04E+00,233.0E+00,232.9E+00,0.0E+00,225.8E+00,225.7E+00,-118.9E+00,239.7E+00,239.6E+00,121.0E+00,5.77E+00,5.73E+00,-43.1E+00,3.43E+00,3.41E+00,-144.5E+00,0.00E+00,0.00E+00,-2.5E+00,0.97E+03,0.69E+03,0.00E+03,1.67E+03,1.34E+03,0.77E+03,0.00E+03,2.12E+03,0.92E+03,0.34E+03,0.00E+03,1.29E+03,0.726E+00,0.894E+00,0.000E+99,0.787E+00,0.980E+03,0.000E+03,0.553E+03,-0.000E+03,0.00000E+00,0.139E+03,0.000E+03,0.108E+03,0.000E+03,1.67E+03,0.00E+03,1.29E+03,0.00E+03,0.790E+00
