"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",22070500
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2022-07-18 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2022-07-18 00:00:00
2022-07-18 00:05:00,0000:05:00,00000000,50.02E+00,232.0E+00,232.0E+00,0.0E+00,223.4E+00,223.3E+00,-118.2E+00,240.3E+00,240.2E+00,121.1E+00,0.00E+00,0.00E+00,-2.4E+00,8.24E+00,8.02E+00,-154.4E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,1.42E+03,0.00E+03,1.42E+03,0.00E+03,1.84E+03,0.00E+03,1.84E+03,0.00E+03,1.12E+03,0.00E+03,1.12E+03,0.000E+99,0.774E+00,0.000E+99,0.774E+00,0.119E+03,0.000E+03,0.094E+03,0.000E+03,0.00000E+00,0.119E+03,0.000E+03,0.094E+03,0.000E+03,1.42E+03,0.00E+03,1.12E+03,0.00E+03,0.786E+00
2022-07-18 00:10:00,0000:10:00,00000000,50.03E+00,232.1E+00,232.0E+00,0.0E+00,223.3E+00,223.2E+00,-118.2E+00,240.1E+00,240.1E+00,121.1E+00,0.00E+00,0.00E+00,-2.4E+00,11.16E+00,10.98E+00,-144.0E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,2.14E+03,0.00E+03,2.14E+03,0.00E+03,2.49E+03,0.00E+03,2.49E+03,0.00E+03,1.12E+03,0.00E+03,1.12E+03,0.000E+99,0.860E+00,0.000E+99,0.860E+00,0.297E+03,0.000E+03,0.187E+03,0.000E+03,0.00000E+00,0.179E+03,0.000E+03,0.093E+03,0.000E+03,2.14E+03,0.00E+03,1.12E+03,0.00E+03,0.887E+00
2022-07-18 00:15:00,0000:15:00,00000000,50.07E+00,232.1E+00,232.0E+00,0.0E+00,223.4E+00,223.3E+00,-118.3E+00,240.5E+00,240.4E+00,121.1E+00,0.00E+00,0.00E+00,-2.5E+00,11.94E+00,11.92E+00,-118.5E+00,0.00E+00,0.00E+00,-2.5E+00,0.00E+03,2.66E+03,0.00E+03,2.66E+03,0.00E+03,2.67E+03,0.00E+03,2.67E+03,0.00E+03,0.12E+03,0.00E+03,0.12E+03,0.000E+99,0.997E+00,0.000E+99,0.997E+00,0.519E+03,0.000E+03,0.199E+03,-0.003E+03,0.00000E+00,0.222E+03,0.000E+03,0.013E+03,-0.003E+03,2.66E+03,0.00E+03,0.15E+03,-0.03E+03,0.998E+00
2022-07-18 00:20:00,0000:20:00,00000000,50.02E+00,232.1E+00,232.0E+00,0.0E+00,223.5E+00,223.5E+00,-118.3E+00,240.4E+00,240.3E+00,121.1E+00,0.00E+00,0.00E+00,-2.4E+00,10.92E+00,10.80E+00,-120.3E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,2.41E+03,0.00E+03,2.41E+03,0.00E+03,2.44E+03,0.00E+03,2.44E+03,0.00E+03,0.29E+03,0.00E+03,0.29E+03,0.000E+99,0.988E+00,0.000E+99,0.988E+00,0.720E+03,0.000E+03,0.225E+03,-0.004E+03,0.00000E+00,0.201E+03,0.000E+03,0.025E+03,-0.001E+03,2.41E+03,0.00E+03,0.30E+03,-0.02E+03,0.992E+00
2022-07-18 00:25:00,0000:25:00,00000000,50.00E+00,231.8E+00,231.8E+00,0.0E+00,223.7E+00,223.6E+00,-118.3E+00,240.2E+00,240.1E+00,121.1E+00,2.40E+00,2.39E+00,-42.3E+00,3.38E+00,3.18E+00,-126.6E+00,0.00E+00,0.00E+00,-2.4E+00,0.41E+03,0.70E+03,0.00E+03,1.11E+03,0.56E+03,0.76E+03,0.00E+03,1.31E+03,0.38E+03,0.28E+03,0.00E+03,0.68E+03,0.733E+00,0.929E+00,0.000E+99,0.846E+00,0.812E+03,0.000E+03,0.281E+03,-0.004E+03,0.00000E+00,0.093E+03,0.000E+03,0.057E+03,0.000E+03,1.11E+03,0.00E+03,0.68E+03,0.00E+03,0.852E+00
2022-07-18 00:30:00,0000:30:00,00000000,49.99E+00,231.9E+00,231.8E+00,0.0E+00,223.7E+00,223.7E+00,-118.2E+00,240.0E+00,239.9E+00,121.1E+00,0.16E+00,0.16E+00,-41.6E+00,3.51E+00,3.33E+00,-127.0E+00,0.02E+00,0.02E+00,110.6E+00,0.03E+03,0.73E+03,0.01E+03,0.77E+03,0.04E+03,0.79E+03,0.01E+03,0.83E+03,0.03E+03,0.28E+03,0.00E+03,0.31E+03,0.724E+00,0.935E+00,0.921E+00,0.925E+00,0.876E+03,0.000E+03,0.307E+03,-0.004E+03,0.00000E+00,0.064E+03,0.000E+03,0.026E+03,-0.000E+03,0.77E+03,0.00E+03,0.31E+03,-0.00E+03,0.928E+00
2022-07-18 00:35:00,0000:35:00,00000000,49.97E+00,231.8E+00,231.7E+00,0.0E+00,223.7E+00,223.6E+00,-118.3E+00,240.0E+00,240.0E+00,121.1E+00,1.17E+00,1.17E+00,-41.7E+00,3.02E+00,2.90E+00,-125.4E+00,0.00E+00,0.00E+00,-2.3E+00,0.20E+03,0.64E+03,0.00E+03,0.85E+03,0.27E+03,0.68E+03,0.00E+03,0.95E+03,0.18E+03,0.20E+03,0.00E+03,0.39E+03,0.743E+00,0.951E+00,0.000E+99,0.891E+00,0.947E+03,0.000E+03,0.340E+03,-0.004E+03,0.00000E+00,0.071E+03,0.000E+03,0.033E+03,0.000E+03,0.85E+03,0.00E+03,0.39E+03,0.00E+03,0.907E+00
2022-07-18 00:40:00,0000:40:00,00000000,49.95E+00,231.8E+00,231.7E+00,0.0E+00,223.7E+00,223.7E+00,-118.2E+00,240.1E+00,240.1E+00,121.1E+00,1.18E+00,1.17E+00,-41.4E+00,4.13E+00,3.88E+00,-129.3E+00,0.00E+00,0.00E+00,-2.2E+00,0.20E+03,0.85E+03,0.00E+03,1.05E+03,0.27E+03,0.92E+03,0.00E+03,1.20E+03,0.18E+03,0.36E+03,0.00E+03,0.55E+03,0.741E+00,0.919E+00,0.000E+99,0.878E+00,1.035E+03,0.000E+03,0.386E+03,-0.004E+03,0.00000E+00,0.088E+03,0.000E+03,0.046E+03,0.000E+03,1.05E+03,0.00E+03,0.55E+03,0.00E+03,0.886E+00
2022-07-18 00:45:00,0000:45:00,00000000,49.94E+00,231.9E+00,231.9E+00,0.0E+00,223.8E+00,223.8E+00,-118.3E+00,240.0E+00,240.0E+00,121.1E+00,1.06E+00,1.05E+00,-42.0E+00,3.60E+00,3.40E+00,-127.1E+00,0.00E+00,0.00E+00,-2.2E+00,0.18E+03,0.75E+03,0.00E+03,0.93E+03,0.25E+03,0.80E+03,0.00E+03,1.05E+03,0.17E+03,0.29E+03,0.00E+03,0.47E+03,0.734E+00,0.933E+00,0.000E+99,0.887E+00,1.112E+03,0.000E+03,0.425E+03,-0.004E+03,0.00000E+00,0.078E+03,0.000E+03,0.039E+03,0.000E+03,0.93E+03,0.00E+03,0.47E+03,0.00E+03,0.894E+00
