"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",22070500
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2022-09-20 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2022-09-20 00:00:00
2022-09-20 00:05:00,0000:05:00,00000000,50.00E+00,230.8E+00,230.7E+00,0.0E+00,220.7E+00,220.6E+00,-118.7E+00,237.3E+00,237.3E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,3.87E+00,3.85E+00,-143.2E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.77E+03,0.00E+03,0.77E+03,0.00E+03,0.85E+03,0.00E+03,0.85E+03,0.00E+03,0.36E+03,0.00E+03,0.36E+03,0.000E+99,0.903E+00,0.000E+99,0.903E+00,0.064E+03,0.000E+03,0.030E+03,-0.000E+03,0.00000E+00,0.064E+03,0.000E+03,0.030E+03,-0.000E+03,0.77E+03,0.00E+03,0.36E+03,-0.00E+03,0.904E+00
2022-09-20 00:10:00,0000:10:00,00000000,50.01E+00,230.6E+00,230.5E+00,0.0E+00,220.7E+00,220.7E+00,-118.7E+00,237.4E+00,237.4E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,2.43E+00,2.41E+00,-143.6E+00,0.00E+00,0.00E+00,-2.4E+00,0.00E+03,0.48E+03,0.00E+03,0.48E+03,0.00E+03,0.54E+03,0.00E+03,0.54E+03,0.00E+03,0.24E+03,0.00E+03,0.24E+03,0.000E+99,0.896E+00,0.000E+99,0.896E+00,0.104E+03,0.000E+03,0.050E+03,-0.000E+03,0.00000E+00,0.040E+03,0.000E+03,0.020E+03,-0.000E+03,0.48E+03,0.00E+03,0.24E+03,-0.00E+03,0.898E+00
2022-09-20 00:15:00,0000:15:00,00000000,50.02E+00,230.6E+00,230.6E+00,0.0E+00,221.0E+00,221.0E+00,-118.6E+00,237.6E+00,237.6E+00,120.9E+00,0.00E+00,0.00E+00,-2.4E+00,1.72E+00,1.70E+00,-144.0E+00,0.86E+00,0.84E+00,108.9E+00,0.00E+03,0.34E+03,0.19E+03,0.53E+03,0.00E+03,0.38E+03,0.20E+03,0.58E+03,0.00E+03,0.17E+03,0.06E+03,0.23E+03,0.000E+99,0.897E+00,0.946E+00,0.914E+00,0.149E+03,0.000E+03,0.069E+03,-0.000E+03,0.00000E+00,0.044E+03,0.000E+03,0.019E+03,-0.000E+03,0.53E+03,0.00E+03,0.23E+03,-0.00E+03,0.918E+00
2022-09-20 00:20:00,0000:20:00,00000000,50.00E+00,230.8E+00,230.8E+00,0.0E+00,221.2E+00,221.1E+00,-118.6E+00,237.7E+00,237.7E+00,120.9E+00,0.63E+00,0.63E+00,-40.6E+00,3.76E+00,3.73E+00,-143.9E+00,0.00E+00,0.00E+00,-2.4E+00,0.11E+03,0.74E+03,0.00E+03,0.85E+03,0.15E+03,0.83E+03,0.00E+03,0.98E+03,0.10E+03,0.37E+03,0.00E+03,0.46E+03,0.750E+00,0.895E+00,0.000E+99,0.873E+00,0.220E+03,0.000E+03,0.108E+03,-0.000E+03,0.00000E+00,0.071E+03,0.000E+03,0.039E+03,-0.000E+03,0.85E+03,0.00E+03,0.46E+03,-0.00E+03,0.879E+00
2022-09-20 00:25:00,0000:25:00,00000000,49.99E+00,230.8E+00,230.8E+00,0.0E+00,221.1E+00,221.1E+00,-118.7E+00,238.0E+00,238.0E+00,120.9E+00,5.69E+00,5.66E+00,-43.1E+00,3.60E+00,3.57E+00,-144.1E+00,0.00E+00,0.00E+00,-2.4E+00,0.95E+03,0.71E+03,0.00E+03,1.66E+03,1.31E+03,0.79E+03,0.00E+03,2.11E+03,0.90E+03,0.35E+03,0.00E+03,1.28E+03,0.726E+00,0.896E+00,0.000E+99,0.790E+00,0.358E+03,0.000E+03,0.214E+03,-0.000E+03,0.00000E+00,0.139E+03,0.000E+03,0.107E+03,0.000E+03,1.66E+03,0.00E+03,1.28E+03,0.00E+03,0.793E+00
2022-09-20 00:30:00,0000:30:00,00000000,50.00E+00,230.8E+00,230.8E+00,0.0E+00,221.3E+00,221.2E+00,-118.7E+00,238.0E+00,238.0E+00,120.9E+00,5.53E+00,5.50E+00,-44.3E+00,1.73E+00,1.72E+00,-143.7E+00,0.00E+00,0.00E+00,-2.4E+00,0.91E+03,0.34E+03,0.00E+03,1.25E+03,1.28E+03,0.38E+03,0.00E+03,1.66E+03,0.90E+03,0.17E+03,0.00E+03,1.08E+03,0.711E+00,0.897E+00,0.000E+99,0.754E+00,0.463E+03,0.000E+03,0.304E+03,-0.000E+03,0.00000E+00,0.104E+03,0.000E+03,0.090E+03,0.000E+03,1.25E+03,0.00E+03,1.08E+03,0.00E+03,0.757E+00
2022-09-20 00:35:00,0000:35:00,00000000,49.98E+00,230.8E+00,230.7E+00,0.0E+00,221.5E+00,221.4E+00,-118.6E+00,238.3E+00,238.2E+00,120.9E+00,3.64E+00,3.63E+00,-43.7E+00,1.87E+00,1.86E+00,-144.4E+00,0.01E+00,0.01E+00,130.7E+00,0.60E+03,0.37E+03,0.00E+03,0.98E+03,0.84E+03,0.41E+03,0.00E+03,1.26E+03,0.58E+03,0.18E+03,-0.00E+03,0.78E+03,0.719E+00,0.894E+00,-0.931E+00,0.777E+00,0.544E+03,0.000E+03,0.370E+03,-0.000E+03,0.00000E+00,0.081E+03,0.000E+03,0.065E+03,0.000E+03,0.98E+03,0.00E+03,0.78E+03,0.00E+03,0.780E+00
2022-09-20 00:40:00,0000:40:00,00000000,50.02E+00,231.0E+00,231.0E+00,0.0E+00,221.3E+00,221.3E+00,-118.6E+00,238.1E+00,238.0E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,3.62E+00,3.59E+00,-144.0E+00,0.02E+00,0.02E+00,110.0E+00,0.00E+03,0.71E+03,0.01E+03,0.72E+03,0.00E+03,0.80E+03,0.01E+03,0.80E+03,0.00E+03,0.35E+03,0.00E+03,0.36E+03,0.000E+99,0.894E+00,0.905E+00,0.894E+00,0.604E+03,0.000E+03,0.400E+03,-0.000E+03,0.00000E+00,0.060E+03,0.000E+03,0.030E+03,-0.000E+03,0.72E+03,0.00E+03,0.36E+03,-0.00E+03,0.896E+00
2022-09-20 00:45:00,0000:45:00,00000000,49.99E+00,231.2E+00,231.1E+00,0.0E+00,221.2E+00,221.2E+00,-118.6E+00,238.0E+00,237.9E+00,121.0E+00,0.00E+00,0.00E+00,-2.3E+00,3.27E+00,3.25E+00,-143.8E+00,0.00E+00,0.00E+00,-2.3E+00,0.00E+03,0.65E+03,0.00E+03,0.65E+03,0.00E+03,0.72E+03,0.00E+03,0.72E+03,0.00E+03,0.32E+03,0.00E+03,0.32E+03,0.000E+99,0.897E+00,0.000E+99,0.897E+00,0.658E+03,0.000E+03,0.426E+03,-0.000E+03,0.00000E+00,0.054E+03,0.000E+03,0.026E+03,-0.000E+03,0.65E+03,0.00E+03,0.32E+03,-0.00E+03,0.898E+00
